sentence,best_code
식기세척기를 건조 모드로 설정해줘.,"[{'name': 'SetDishwasherDryMode', 'cron': '', 'period': -1, 'code': '(#Dishwasher).DishwasherMode_setDishwasherMode(""dry"")'}]"
오븐의 작동 시간을 5분 늘려줘.,"[{'name': 'IncreaseOvenDuration', 'cron': '', 'period': -1, 'code': '(#Oven).ovenOperatingState_increaseDuration(5)'}]"
밥솥을 조리 모드로 30분 작동시켜.,"[{'name': 'RiceCookerCooking', 'cron': '', 'period': -1, 'code': '(#RiceCooker).RiceCookerMode_setRiceCookerMode(""cooking"")\n(#RiceCooker).RiceCookerMode_addMoreTime(1800)'}]"
사이렌을 응급모드로 울려줘.,"[{'name': 'EmergencySiren', 'cron': '', 'period': -1, 'code': '(#Siren).SirenMode_setSirenMode(""emergency"")'}]"
스피커의 볼륨을 30으로 설정해줘.,"[{'name': 'SetSpeakerVolume', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Volume(30)'}]"
TV 채널을 하나 내려줘.,"[{'name': 'TVChannelDown', 'cron': '', 'period': -1, 'code': '(#Television).Television_ChannelDown()'}]"
TV로 7번 채널을 틀어줘.,"[{'name': 'TVChannelChange', 'cron': '', 'period': -1, 'code': '(#Television).Television_SetChannel(7)'}]"
현재 온도를 스피커로 알려줘.,"[{'name': 'ReportCurrentTemperature', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#TemperatureSensor).temperatureMeasurement_temperature)'}]"
외부 온도를 스피커로 출력해줘.,"[{'name': 'ExternalTempToSpeaker', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#WeatherProvider).WeatherProvider_TemperatureWeather)'}]"
현재 습도를 스피커로 말해줘.,"[{'name': 'ReportHumidity', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#HumiditySensor).Humidity)'}]"
외부 습도를 스피커로 말해줘.,"[{'name': 'ExternalHumidityAnnouncement', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#WeatherProvider).weatherProvider_humidityWeather)'}]"
오늘의 날씨를 스피커로 출력해줘.,"[{'name': 'WeatherReport', 'cron': '', 'period': -1, 'code': '(#WeatherProvider).weatherProvider_GetWeatherInfo()\n(#Speaker).mediaPlayback_speak(weatherInfo)'}]"
미세먼지 농도를 스피커로 알려줘.,"[{'name': 'NotifyPM25', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#AirQualityDetector).dustSensor_fineDustLevel)'}]"
외부 미세먼지 농도를 스피커로 알려줘.,"[{'name': 'NotifyExternalDustLevel', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#WeatherProvider).weatherProvider_pm25Weather)'}]"
"클라우드로 고양이 사진을 생성하고 ""cat.png""로 저장해줘.","[{'name': 'GenerateCatPhoto', 'cron': '', 'period': -1, 'code': '(#CloudServiceProvider).CloudServiceProvider_GenerateImage(""cat.png"")'}]"
충전기의 전력소모량을 스피커로 출력해줘.,"[{'name': 'BatteryConsumptionReport', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#Charger).Charger_Power)'}]"
오늘의 메뉴를 스피커로 출력해줘.,"[{'name': 'TodayMenuAnnouncement', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Speak((#MenuProvider).Menu)'}]"
오늘의 301동 점심 메뉴를 스피커로 알려줘.,"[{'name': 'TodayLunchMenu', 'cron': '', 'period': -1, 'code': '(#MenuProvider).GetMenu(""오늘"", ""301동"", ""점심"")'}]"
클라우드 AI한테 llm이 무엇인지 질문하고 답을 스피커로 출력해줘.,"[{'name': 'AskCLoudAI', 'cron': '', 'period': -1, 'code': '(#CloudServiceProvider).ChatWithAI(""What is LLM?""); (#Speaker).Speaker_Speak((#CloudServiceProvider).ChatWithAI(""What is LLM?""))'}]"
"조명의 색조를 200, 채도는 50으로 설정해줘.","[{'name': 'SetLightColorAndBrightness', 'cron': '', 'period': -1, 'code': '(#Light).Light_SetColorAndBrightness(""200|50"")'}]"
조명 색을 노란색으로 바꿔줘.,"[{'name': 'ChangeLightColor', 'cron': '', 'period': -1, 'code': '(#Light).ColorControl_SetColor(""255|255|0"")'}]"
금고를 잠그어줘.,"[{'name': 'LockSafe', 'cron': '', 'period': -1, 'code': '(#Safe).Safe_Lock()'}]"
문을 닫아줘.,"[{'name': 'LockDoor', 'cron': '', 'period': -1, 'code': '(#Door).Door_Close()'}]"
펌프를 일반 모드로 설정해줘.,"[{'name': 'SetPumpMode', 'cron': '', 'period': -1, 'code': '(#Pump).Pump_SetPumpMode(""normal"")'}]"
로봇 청소기를 멈춰줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#RobotVacuumCleaner).robotVacuumCleanerMode_setRobotVacuumCleanerMode(""stop"")'}]"
"스피커로 ""music.mp3"" 재생해줘.","[{'name': 'PlayMusic', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Play(""music.mp3"")'}]"
스피커 볼륨을 최대로 해줘.,"[{'name': 'SetSpeakerVolumeMax', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Volume_setVolume(100)'}]"
스피커 볼륨을 하나 낮춰줘.,"[{'name': 'ReduceSpeakerVolume', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_VolumeDown()'}]"
벨브를 열어줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).windowShade_open()'}]"
TV 30번 채널 틀어줘.,"[{'name': 'TVChannel30', 'cron': '', 'period': -1, 'code': '(#Television).Television_SetChannel(30)'}]"
거실 조명을 노란색으로 설정해줘.,"[{'name': 'SetLivingRoomLightToYellow', 'cron': '', 'period': -1, 'code': '(#Light).ColorControl_SetColor(""255|255|0"")'}]"
카메라로 회의실 사진을 촬영해줘.,"[{'name': 'MeetingRoomPhoto', 'cron': '', 'period': -1, 'code': '(#Camera).camera_capture()'}]"
거실 조명의 밝기를 80%로 설정해줘.,"[{'name': 'SetLivingRoomLightBrightness', 'cron': '', 'period': -1, 'code': '(#Light).Light_SetBrightness(80)'}]"
연구실 제습기를 모두 AI건조모드로 설정해줘.,"[{'name': 'SetDehumidifierMode', 'cron': '', 'period': -1, 'code': 'all(#Dehumidifier).Dehumidifier_SetMode(""AI"")'}]"
"거실 조명의 색조는 240, 채도는 80으로 맞춰줘.","[{'name': 'AdjustLivingRoomLight', 'cron': '', 'period': -1, 'code': '(#Light).Light_SetColor(""240|80"")'}]"
짝수 태그 로봇 청소기를 모두 자동 모드로 설정해줘.,"[{'name': 'SetEvenTagRobotsToAutoMode', 'cron': '', 'period': -1, 'code': ""all(#EvenTagRobot).robotVacuumCleanerMode_setRobotVacuumCleanerMode('auto')""}]"
모든 도어락을 잠궈줘.,"[{'name': 'AllDoorLocksLocked', 'cron': '', 'period': -1, 'code': 'all(#DoorLock).lock()'}]"
구역1의 에어컨의 목표 온도를 18도로 설정해줘.,"[{'name': 'SetACTemperature', 'cron': '', 'period': -1, 'code': '(#Area1_AirConditioner).AirConditioner_SetTargetTemperature(18)'}]"
안방의 공기청정기를 수면모드로 바꿔줘.,"[{'name': 'ChangeAirPurifierMode', 'cron': '', 'period': -1, 'code': '(#AirPurifier).AirPurifierMode_setAirPurifierMode(""sleep"")'}]"
주방의 모든 벨브를 닫아줘.,"[{'name': 'CloseAllValvesInKitchen', 'cron': '', 'period': -1, 'code': 'all(#Kitchen_Valve).valve_close()'}]"
모든 금고를 열어줘.,"[{'name': 'AllLocksOpen', 'cron': '', 'period': -1, 'code': 'all(#Safe).Safe_Lock()'}]"
회의실 녹음기로 10초 동안 녹음해서 test.wav로 저장해줘.,"[{'name': 'MeetingRoomRecording', 'cron': '', 'period': -1, 'code': '(#MeetingRoomRecorder).recordStart(test.wav)\n(#Clock).clock_delay(10000)\n(#MeetingRoomRecorder).recordStop()'}]"
사이렌으로 농장에 화재경보를 울려줘.,"[{'name': 'FireAlarm', 'cron': '', 'period': -1, 'code': '(#Siren).sirenMode_setSirenMode(""fire"")'}]"
"놀이방의 스피커로 ""Golden.mp3"" 파일을 재생해줘.","[{'name': 'PlayGoldenMP3', 'cron': '', 'period': -1, 'code': '(#Speaker).Speaker_Play(""Golden.mp3"")'}]"
안방 조명을 모두 꺼줘.,"[{'name': 'AllLightsOff', 'cron': '', 'period': -1, 'code': 'all(#Light).switch_off()'}]"
거실에 있는 창문을 모두 닫아줘.,"[{'name': 'CloseAllWindowsInLivingRoom', 'cron': '', 'period': -1, 'code': 'all(#Window).windowControl_close()'}]"
섹터2에 있는 블라인드를 모두 열어줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'all(#Sector2_Blind).windowShade_open()'}]"
거실 벽에 있는 조명을 빨간색으로 바꿔줘.,"[{'name': 'ChangeLivingRoomLightColor', 'cron': '', 'period': -1, 'code': ""(#Light).setColor('255|0|0')""}]"
섹터 비에 있는 홀수 태그가 붙은 금고를 모두 잠궈줘.,"[{'name': 'Sec_Bi_FloodSafeLock', 'cron': '', 'period': -1, 'code': 'all(#Sec_Bi_FloodSafe).safe_Lock()'}]"
회의실에 있는 조명 밝기를 100까지 높여줘.,"[{'name': 'IncreaseConferenceRoomLight', 'cron': '', 'period': -1, 'code': '(#ConferenceRoomLight).Light_MoveToBrightness(100)'}]"
섹터2 모두 닫아줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'all(#Sector2).windowShade_close()'}]"
복도 벽에 있는 모든 조명을 파란색으로 바꿔줘.,"[{'name': 'ChangeAllLightsToBlue', 'cron': '', 'period': -1, 'code': 'all(#WallLight).ColorControl_SetColor(""0|0|255"")'}]"
그룹1에서 상단부에 있는 조명들을 모두 파란색으로 변경해줘.,"[{'name': 'ChangeLightsToBlue', 'cron': '', 'period': -1, 'code': ""all(#Group1_Top_Lights).setColor('0|0|255')""}]"
섹터10의 모든 조명을 흰색으로 바꿔줘.,"[{'name': 'ChangeLightsToWhite', 'cron': '', 'period': -1, 'code': 'all(#Sector10_Light).Light_Color_SetColor(""255|255|255"")'}]"
안방에 있는 짝수 태그 블라인드를 모두 내려줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'all(#EvenTaggedBlind).windowShade_close()'}]"
3층에 있는 모든 로봇 청소기를 멈춰줘.,"[{'name': 'StopAllFloor3Robots', 'cron': '', 'period': -1, 'code': ""all(#Floor3_RobotVacuumCleaner).robotVacuumCleanerMode_setRobotVacuumCleanerMode('stop')""}]"
거실 벽에 있는 모든 홀수 태그 조명을 켜줘.,"[{'name': 'LivingRoomLightOn', 'cron': '', 'period': -1, 'code': '(#Light_LivingRoom_All).switch_on()'}]"
사무실의 모든 제습기를 제습 모드로 설정해줘.,"[{'name': 'SetAllDehumidifiersToHumidifyMode', 'cron': '', 'period': -1, 'code': 'all(#Dehumidifier).SetDehumidifierMode(""humidify"")'}]"
창고의 모든 도어락을 잠궈줘.,"[{'name': 'LockAllWarehouseDoors', 'cron': '', 'period': -1, 'code': 'all(#WarehouseDoorLock).lock()'}]"
주방의 모든 짝수 태그 밸브를 열어줘.,"[{'name': 'OpenEvenTaggedValvesInKitchen', 'cron': '', 'period': -1, 'code': 'all(#Kitchen Valve_Even).valve_open()'}]"
녹음기가 녹음중이면 녹음을 중지하고 test.mp3로 저장해줘. 녹음중이 아니면 녹음을 시작해줘.,"[{'name': 'AudioRecorderControl', 'cron': '', 'period': -1, 'code': 'if ((#AudioRecorder).AudioRecorder_RecordStatus == ""recording"") {\n  (#AudioRecorder).AudioRecorder_RecordStop(""test.mp3"")\n} else {\n  (#AudioRecorder).AudioRecorder_RecordStart()\n}'}]"
"충전 전압이 220볼트 이상이면, 충전을 멈춰줘.","[{'name': 'BatteryChargeMonitor', 'cron': '', 'period': -1, 'code': 'if ((#Charger).Charger_Voltage >= 220) { (#Charger).Charger_Stop() }'}]"
"클라우드 서비스가 활성화되어있으면, test.png 파일을 클라우드에 업로드해줘.","[{'name': 'UploadTestImage', 'cron': '', 'period': -1, 'code': 'if ((#CloudServiceProvider).CloudServiceProvider_IsAvailable()) {\n  (#CloudServiceProvider).CloudServiceProvider_UploadFile(""test.png"")\n}'}]"
"오븐이 그릴 모드이면, 시간을 4분 더 추가해줘","[{'name': 'OvenTimeExtension', 'cron': '', 'period': -1, 'code': 'if ((#Oven).ovenMode_mode == ""grill"") {\n  (#Oven).addMoreTime(4)\n}'}]"
"밥솥이 보온 모드이면, 조리 모드로 변경해줘.","[{'name': 'ChangeCookingMode', 'cron': '', 'period': -1, 'code': 'if ((#RiceCooker).RiceCookerMode == ""boil"") {\n  (#RiceCooker).RiceCookerMode_setCookingParameters(""cook"", null)\n}'}]"
"오늘이 공휴일이면 ""test@example.com""으로 ""오늘은 공휴일입니다.""라는 내용을 ""공휴일"" 제목으로 이메일을 보내줘.","[{'name': 'Send Holiday Email', 'cron': '', 'period': -1, 'code': 'if ((#Clock).IsHoliday == true) {\n  (#EmailProvider).SendMail(""test@example.com"", ""공휴일"", ""오늘은 공휴일입니다."")\n}'}]"
"바깥의 초미세먼지 농도가 15 이상이면, 긴급 사이렌을 울려줘.","[{'name': 'HighPM25Alert', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_pm25Weather >= 15) {\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
"충전기의 전류가 10암페어 이상이면, 긴급 사이렌을 울려줘.","[{'name': 'BatteryChargingAlert', 'cron': '', 'period': -1, 'code': 'if ((#Charger).current_current >= 10) {\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
펌프가 노말 모드이면 맥시멈 모드로 설정해줘.,"[{'name': 'SetPumpMode', 'cron': '', 'period': -1, 'code': 'if ((#Pump).pumpMode_pumpMode == ""normal"") {\n  (#Pump).pumpMode_setPumpMode(""maximum"")\n}'}]"
"스피커가 재생중이면, 멈춰줘.","[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Speaker).mediaPlayback_playbackState == ""playing"") {\n  (#Speaker).mediaPlayback_stop()\n}'}]"
"건조기가 저소음 모드이면, 퀵 모드로 바꿔줘.","[{'name': 'DehumidifierModeChange', 'cron': '', 'period': -1, 'code': 'if ((#Dehumidifier).DehumidifierMode == ""low"") {\n  (#Dehumidifier).SetDehumidifierMode(""quick"")\n}'}]"
"건조기 회전 강도가 3보다 크면 하나 줄이고, 아니면 하나 높여줘.","[{'name': 'AdjustDehumidifierSpeed', 'cron': '', 'period': -1, 'code': 'currentSpeed = (#Dehumidifier).DehumidifierMode\nif (currentSpeed > 3) {\n  (#Dehumidifier).SetDehumidifierMode(currentSpeed - 1)\n} else {\n  (#Dehumidifier).SetDehumidifierMode(currentSpeed + 1)\n}'}]"
"충전기가 완충되어있으면, 충전기를 꺼줘.","[{'name': 'BatteryFullyCharged', 'cron': '', 'period': -1, 'code': 'if ((#Charger).Charger_ChargingState == ""fullyCharged"") {\n  (#Charger).Charger_Unplug()\n}'}]"
"버튼이 눌려진 상태면, 블라인드를 올려줘.","[{'name': 'ButtonPressedBlindUp', 'cron': '', 'period': -1, 'code': 'if ((#Button).button_state == ""pressed"") {\n  (#Blind).windowShade_up()\n}'}]"
스피커 볼륨이 40 이상이면 재생을 중단해줘.,"[{'name': 'SpeakerVolumeCheck', 'cron': '', 'period': -1, 'code': 'if ((#Speaker).Speaker_Volume >= 40) { (#Speaker).Speaker_Stop() }'}]"
"입구의 얼굴 인식이 꺼져있으면, 얼굴 인식을 시작해줘","[{'name': 'FaceRecognitionStart', 'cron': '', 'period': -1, 'code': 'if ((#FaceRecognizer).FaceRecognizer_Start == ""off"") {\n  (#FaceRecognizer).FaceRecognizer_Start()\n}'}]"
"쉐이드가 30%이하로 닫혀있으면, 50%만큼 닫아줘.","[{'name': 'ShadeAdjustment', 'cron': '', 'period': -1, 'code': 'if ((#Shade).windowShade_level <= 30) { (#Shade).windowShade_setLevel(50) }'}]"
"거실의 소리 센서로 감지한 수치가 50보다 크면, 스피커 재생을 멈춰줘.","[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#LivingRoomSoundSensor).soundSensor_sound > 50) {\n  (#Speaker).mediaPlayback_stop()\n}'}]"
"거실의 에어컨 모드가 냉방 모드이면, 자동 모드로 바꿔줘.","[{'name': 'ChangeACMode', 'cron': '', 'period': -1, 'code': 'if ((#LivingRoom_AirConditioner).AirConditionerMode == ""cool"") {\n  (#LivingRoom_AirConditioner).AirConditionerMode_setMode(""auto"")\n}'}]"
"집에 있는 재실 센서중 하나라도 감지 상태이면, 긴급 사이렌을 울려줘.","[{'name': 'PresenceTrigger', 'cron': '', 'period': -1, 'code': 'if (any(#PresenceSensor).presenceSensor_presence == ""present"") {\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
"입구의 접촉 센서가 감지 상태이면, 긴급 사이렌을 울려줘.","[{'name': 'EntranceDetectionAlert', 'cron': '', 'period': -1, 'code': 'if ((#ContactSensor).contact_sensor_contact == ""detected"") {\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
"지금 비가 오고 있으면, 집안의 모든 제습기를 건조 모드로 설정해줘.","[{'name': 'SetDehumidifierMode', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  all(#Dehumidifier).Dehumidifier_SetMode(""dehumidifying"")\n}'}]"
"거실 조도가 200 럭스 이상이면, 거실 불을 꺼줘.","[{'name': 'LivingRoomLightOff', 'cron': '', 'period': -1, 'code': 'if ((#LightSensor).Brightness >= 200) {\n  (#Light).MoveToBrightness(0)\n}'}]"
"구역1의 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.","[{'name': 'SetACInArea1', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor_Area1).temperatureMeasurement_temperature >= 36.5) { (#AirConditioner_Area1).AirConditioner_SetTargetTemperature(30) }'}]"
"농장의 이산화탄소 농도가 800ppm 이상이면, 긴급 사이렌을 울려줘.","[{'name': 'HighCO2Alert', 'cron': '', 'period': -1, 'code': 'if ((#FarmCO2Sensor).gasSensor_gasValue >= 800) {\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
"회의실 온도가 20도 미만이면, 회의실 문을 닫아줘.","[{'name': 'MeetingRoomTempControl', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature < 20.0) {\n  (#MeetingRoomDoor).doorControl_close()\n}'}]"
"회의실 조명이 꺼져 있으면, 조명을 켜줘.","[{'name': 'MeetingRoomLightOn', 'cron': '', 'period': -1, 'code': 'if ((#Light).Light_State == ""off"") { (#Light).Light_On() }'}]"
"안방 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.","[{'name': 'AdjustAC', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 36.5) { (#AirConditioner).AirConditioner_SetTargetTemperature(30) }'}]"
"거실에 움직임이 감지되고 있으면, 조명을 켜줘.","[{'name': 'MotionTrigger', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionDetection_motion == ""detected"") {\n  (#Light).switch_on()\n}'}]"
연구실 습도가 50 이상이면 제습기를 켜고 50 미만이면 가습기를 켜줘.,"[{'name': 'HumidityControl', 'cron': '', 'period': -1, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 50) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")\n} else {\n  (#Humidifier).humidifierMode_setHumidifierMode(""humidifying"")\n}'}]"
접촉 센서가 감지되면 조명을 켜줘.,"[{'name': 'ContactDetectedLightOn', 'cron': '', 'period': -1, 'code': 'if ((#ContactSensor).contact_sensor_contact == ""detected"") {\n  (#Light).switch_on()\n}'}]"
재실 센서가 감지되면 TV를 켜줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#PresenceSensor).presenceSensor_presence == ""present"") {\n  (#Television).switch_on()\n}'}]"
소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,"[{'name': 'SoundThreshold', 'cron': '', 'period': -1, 'code': 'if ((#SoundSensor).soundSensor_sound > 50) {\n  (#Speaker).mediaPlayback_stop()\n}'}]"
비가 오면 제습기를 켜줘.,"[{'name': 'RainyDayDehumidifier', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"") {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""auto"")\n}'}]"
밝기가 100 럭스 미만이 되면 조명을 켜줘.,"[{'name': 'LightOnLowLux', 'cron': '', 'period': -1, 'code': 'if ((#LightSensor).brightness < 100) { (#Light).moveToBrightness(100) }'}]"
이산화탄소 농도가 1000ppm 이상이 되면 긴급 사이렌을 울려줘.,"[{'name': 'HighCO2Alert', 'cron': '', 'period': -1, 'code': 'if ((#CO2Sensor).carbonDioxide >= 1000) {\n  (#Siren).Siren_SirenMode_setSirenMode(""emergency"")\n}'}]"
연기가 감지되면 사이렌으로 화재경보를 울려줘.,"[{'name': 'FireAlarmOnDetection', 'cron': '', 'period': -1, 'code': 'if ((#FaceRecognizer).RecognizedResult != null) {\n  (#Siren).SirenMode_setSirenMode(""fire"")\n}'}]"
버튼이 세번 눌리면 벨브를 열어줘.,"[{'name': 'ButtonPressAction', 'cron': '', 'period': -1, 'code': 'buttonPressCount := 0\nif ((#Button).Button == ""pushed_3x"") {\n  buttonPressCount += 1\n}\nif (buttonPressCount == 3) {\n  (#Valve).ValveState_open()\n  buttonPressCount = 0\n}'}]"
온도가 35도 이상이 되면 에어컨의 목표 온도를 30도로 설정해줘.,"[{'name': 'SetACOnTemp', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0) {\n  (#AirConditioner).AirConditioner_SetTargetTemperature(30.0)\n}'}]"
금고가 열리면 경찰 사이렌을 울려줘.,
누수가 감지되면 벨브를 차단해줘.,"[{'name': 'LeakDetectionBlock', 'cron': '', 'period': -1, 'code': 'if ((#LeakSensor).leakage == true) {\n  (#Valve).valveState_close()\n}'}]"
습도가 80%보다 커지면 제습기를 건조 모드로 작동시켜줘.,"[{'name': 'HumidityThresholdAction', 'cron': '', 'period': -1, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")\n}'}]"
움직임이 감지되면 조명을 켜줘.,"[{'name': 'MotionTrigger', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionDetection_motion == ""detected"") {\n  (#Light).switch_on()\n}'}]"
내부 초미세먼지 농도가 35 이상이 되면 공기청정기를 강하게 틀어줘.,"[{'name': 'HighDustActivate', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).dustSensor_fineDustLevel >= 35) {\n  (#AirPurifier).AirPurifierMode_setAirPurifierMode(""high"")\n}'}]"
충전 전압이 250V보다 높아지면 충전을 중단해줘.,"[{'name': 'BatteryChargeMonitor', 'cron': '', 'period': -1, 'code': 'if ((#Charger).Charger_Voltage > 250) { (#Charger).Charger_ChargingState_stop() }'}]"
현관 도어락이 잠금해제되면 거실 조명을 켜줘.,"[{'name': 'DoorUnlockLightOn', 'cron': '', 'period': -1, 'code': 'if ((#DoorLock).DoorLockState == ""unlocked"") {\n  (#Light).Light_On()\n}'}]"
침실에 움직임이 감지되면 침실 에어컨을 켜줘.,"[{'name': 'MotionActivateAC', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionDetection_motion == ""detected"") {\n  (#AirConditioner).AirConditionerMode_setAirConditionerMode(""cool"")\n}'}]"
주방에 연기가 감지되면 주방 벨브를 잠궈줘.,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#KitchenSpeaker).speaker_detection_speakerDetected == true) {\n  (#KitchenVentilation).ventilation_control_stop()\n}'}]"
서재 미세먼지 농도가 30 이상이 되면 서재 공기청정기를 켜줘.,"[{'name': 'RoomDustFilterOn', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).dustSensor_fineDustLevel >= 30) {\n  (#AirPurifier).airPurifierMode_setAirPurifierMode(""on"")\n}'}]"
지하에 누수가 감지되면 메인 사이렌을 비상모드로 울려줘.,"[{'name': 'LeakDetectionAlert', 'cron': '', 'period': -1, 'code': 'if ((#LeakSensor).leakStatus_leak == ""detected"") {\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
테라스 조도가 50 미만이 되면 테라스 조명을 켜줘.,
차고 문이 열리면 차고 카메라로 사진을 찍어줘.,"[{'name': 'GarageDoorPhoto', 'cron': '', 'period': -1, 'code': 'if ((#GarageDoor).garageDoor_state == ""open"") {\n  (#GarageCamera).camera_capture()\n}'}]"
아기방 소리가 40dB보다 커지면 거실 스피커로 아기방에 소음이 감지되었다고 말해줘.,"[{'name': 'BabyRoomNoiseAlert', 'cron': '', 'period': -1, 'code': 'if ((#BabyRoomSoundSensor).soundSensor_sound > 40) {\n  (#LivingRoomSpeaker).speaker_Speak(""아기방에 소음이 감지되었습니다."")\n}'}]"
세탁실 건조기 회전 속도가 5 이하가 되면 거실 스피커로 세탁이 끝났다고 알려줘.,"[{'name': 'NotifyLaundryDone', 'cron': '', 'period': -1, 'code': 'if ((#Dishwasher).LaundryDryer_DryerMode == ""low"" || (#Dishwasher).LaundryDryer_DryerMode == ""medium"" || (#Dishwasher).LaundryDryer_DryerMode == ""high"") {\n  (#Speaker).Speaker_Speak(""세탁이 끝났습니다."")\n}'}]"
창고 온도가 25도 이상이 되면 창고 에어컨을 켜줘.,"[{'name': 'WarehouseTempControl', 'cron': '', 'period': -1, 'code': 'if ((#WarehouseTemperatureSensor).temperatureMeasurement_temperature >= 25.0) {\n  (#WarehouseAirConditioner).AirConditioner_SetAirConditionerMode(""cool"")\n}'}]"
욕실 습도가 70%보다 높아지면 욕실 제습기를 동결 방지 모드로 설정해줘.,
사무실 버튼이 눌리면 사무실 가습기를 모두 켜줘.,
복도에 재실 센서가 하나라도 감지되면 모든 복도 조명을 보라색으로 설정해줘.,"[{'name': 'SetBlueLightsWhenMotionDetected', 'cron': '', 'period': -1, 'code': 'if (any(#Corridor_MotionSensor).motionDetection_motion == ""detected"") {\n  all(#Corridor_Light).setColor(""0|0|255"")\n}'}]"
서버실 일산화탄소 농도가 5000 ppm 이상이되면 모든 사이렌을 비상모드로 울려줘.,"[{'name': 'ServerRoomFireAlarm', 'cron': '', 'period': -1, 'code': 'if ((#ServerRoomGasSensor).gasSensor_carbonDioxide >= 5000) {\n  all(#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
안방 쉐이드 버튼이 눌리면 쉐이드를 내려줘.,"[{'name': 'ShadeDownOnButtonClick', 'cron': '', 'period': -1, 'code': 'if ((#ShadeButton).button_button == ""pushed"") {\n  (#Shade).windowShade_close()\n}'}]"
TV 채널을 7번으로 바꾸고 1시간 뒤에 11번으로 바꿔줘.,
에어컨을 냉방 모드로 설정하고 30분 뒤에 자동 모드로 설정해줘.,
공기청정기를 자동 모드로 설정하고 2시간 뒤에 수면 모드로 설정해줘.,
에어컨 온도를 24도로 설정하고 1시간 뒤에 26도로 설정해줘.,
오븐 모드를 베이크로 설정하고 10분 뒤에 데우기 모드로 바꿔줘.,
재실 센서에 감지가 되면 1분 뒤에 사진을 찍어줘.,"[{'name': 'PresencePhoto', 'cron': '', 'period': -1, 'code': 'wait until ((#PresenceSensor).presenceSensor_presence == ""present"")\n(#Clock).clock_delay(60000)\n(#Camera).camera_take()'}]"
오븐이 가열 모드가 되면 3초 뒤에 전자레인지 모드로 바꿔줘.,
"습도가 30%보다 낮아지면 3초 뒤에 스피커로 ""습도가 낮습니다""를 출력해.",
