line_no,row_no,dataset_index,model_label,request_model,selected_model,command,det_pass,sdet,script_similarity,fatal_reasons,reference_script,predicted_script,predicted_services
233,233,3,local_8b (version0_13),gpt_mg.version0_13,local_8b,30분마다 거실 공기청정기를 수면모드와 자동모드 사이에서 전환해줘.,False,0.0,0.532915,unknown_services:vacuumMode_setVacuumMode,"
mode := 0

if (mode == 0) {

    (#LivingRoom #AirPurifier).AirPurifier_SetAirPurifierMode(""sleep"")

    mode = 1

} else {

    (#LivingRoom #AirPurifier).AirPurifier_SetAirPurifierMode(""auto"")

    mode = 0

}","mode := false
if (mode == false) {
  (#VacuumCleaner).vacuumMode_setVacuumMode(""sleep"")
  mode = true
} else {
  (#VacuumCleaner).vacuumMode_setVacuumMode(""auto"")
  mode = false
}",vacuumMode_setVacuumMode
234,234,4,local_8b (version0_13),gpt_mg.version0_13,local_8b,10분마다 창문을 열었다 닫았다 반복해줘.,True,0.569038,0.569038,,"
open := false

if (open == false) {

    (#Window).WindowCovering_UpOrOpen()

    open = true

} else {

    (#Window).WindowCovering_DownOrClose()

    open = false

}","if ((#Window).windowControl_window == ""closed"") {
  (#Window).windowControl_open()
} else {
  (#Window).windowControl_close()
}","windowControl_close, windowControl_open, windowControl_window"
235,235,5,local_8b (version0_13),gpt_mg.version0_13,local_8b,30분마다 공기청정기를 수면모드와 강풍모드 사이에서 전환해줘.,True,0.843077,0.843077,,"
mode := 0

if (mode == 0) {

    (#AirPurifier).AirPurifier_SetAirPurifierMode(""sleep"")

    mode = 1

} else {

    (#AirPurifier).AirPurifier_SetAirPurifierMode(""high"")

    mode = 0

}","mode := false
if (mode == false) {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""sleep"")
  mode = true
} else {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")
  mode = false
}",airPurifierFanMode_setAirPurifierFanMode
236,236,6,local_8b (version0_13),gpt_mg.version0_13,local_8b,습도가 30% 이하로 떨어질 때마다 가습기를 켜줘.,True,0.579832,0.579832,,"triggered := false
if ((#HumiditySensor).HumiditySensor_Humidity <= 30) {
    if (triggered == false) {
        (#Humidifier).Switch_On()
        triggered = true
    }
} else {
    triggered = false
}","if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 30) {
  (#Humidifier).switch_on()
}","relativeHumidityMeasurement_humidity, switch_on"
237,237,7,local_8b (version0_13),gpt_mg.version0_13,local_8b,비가 그칠 때마다 창문을 열어줘.,True,0.29661,0.29661,,"triggered := false
if ((#RainSensor).RainSensor_Rain == false) {
    if (triggered == false) {
        (#Window).WindowCovering_UpOrOpen()
        triggered = true
    }
} else {
    triggered = false
}","if ((#WeatherProvider).weatherProvider_weather == ""rain"") {
  (#Window).windowControl_open()
}","weatherProvider_weather, windowControl_open"
238,238,8,local_8b (version0_13),gpt_mg.version0_13,local_8b,소리 센서 값이 30을 넘길 때마다 공기 청정기를 수면모드로 바꿔줘.,True,0.514124,0.514124,,"triggered := false
if ((#SoundSensor).SoundSensor_Sound > 30) {
    if (triggered == false) {
        (#AirPurifier).AirPurifier_SetAirPurifierMode(""sleep"")
        triggered = true
    }
} else {
    triggered = false
}","if ((#SoundSensor).soundSensor_sound == ""detected"") {
  wait until ((#AirPurifier).airPurifierFanMode_airPurifierFanMode != ""sleep"")
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""sleep"")
}","airPurifierFanMode_airPurifierFanMode, airPurifierFanMode_setAirPurifierFanMode, soundSensor_sound"
239,239,9,local_8b (version0_13),gpt_mg.version0_13,local_8b,습도가 50% 밑으로 떨어질 때마다 제습기를 건조모드로 작동해줘.,True,0.555556,0.555556,,"triggered := false
if ((#HumiditySensor).HumiditySensor_Humidity < 50) {
    if (triggered == false) {
        (#Dehumidifier).Dehumidifier_SetDehumidifierMode(""drying"")
        triggered = true
    }
} else {
    triggered = false
}","if ((#Dehumidifier).dehumidifierMode_dehumidifierMode != ""drying"") {
  wait until ((#HumiditySensor).relativeHumidityMeasurement_humidity < 50.0)
  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""drying"")
}","dehumidifierMode_dehumidifierMode, dehumidifierMode_setDehumidifierMode, relativeHumidityMeasurement_humidity"
240,240,10,local_8b (version0_13),gpt_mg.version0_13,local_8b,창문이 열릴 때마다 스피커로 '창문이 열렸습니다'라고 말해줘.,True,0.436975,0.436975,,"triggered := false
if ((#Window).ArmRobot_CurrentPosition > 0) {
    if (triggered == false) {
        (#Speaker).Speaker_Speak(""창문이 열렸습니다."")
        triggered = true
    }
} else {
    triggered = false
}","if ((#Window).windowControl_window == ""open"") {
  (#Speaker).mediaPlayback_speak(""창문이 열렸습니다"")
}","mediaPlayback_speak, windowControl_window"
241,241,11,local_8b (version0_13),gpt_mg.version0_13,local_8b,움직임이 감지될 때마다 조명의 밝기를 10씩 높여줘. 최대 밝기가 되면 그만해.,True,0.337237,0.337237,,"triggered := false
if ((#MotionSensor).MotionSensor_Motion == true) {
    if (triggered == false) {
        new = (#Light).Light_CurrentBrightness + 10
        if (new >= 100) { (#Light).Light_MoveToBrightness(100, 0); break; }
        else { (#Light).Light_MoveToBrightness(new, 0); }
        triggered = true
    }
} else {
    triggered = false
}","maxBrightness := 100
brightness := (#Light).colorControl_saturation
if (brightness < maxBrightness) {
  brightness += 10
  (#Light).colorControl_setSaturation(brightness)
} else {
  break
}",colorControl_setSaturation
242,242,12,local_8b (version0_13),gpt_mg.version0_13,local_8b,조도가 100룩스 미만이 될 때마다 조명을 켜줘.,True,0.527363,0.527363,,"triggered := false
if ((#LightSensor).LightSensor_Brightness < 100) {
    if (triggered == false) {
        (#Light).Switch_On()
        triggered = true
    }
} else {
    triggered = false
}","if ((#LightSensor).lightLevel_light < 100) {
  (#Light).switch_on()
}","lightLevel_light, switch_on"
243,243,13,local_8b (version0_13),gpt_mg.version0_13,local_8b,미세먼지 농도가 80보다 높아질 때마다 공기청정기를 강풍으로 설정해줘.,True,0.646865,0.646865,,"triggered := false
if ((#AirQualitySensor).AirQualitySensor_FineDustLevel > 80) {
    if (triggered == false) {
        (#AirPurifier).AirPurifier_SetAirPurifierMode(""high"")
        triggered = true
    }
} else {
    triggered = false
}","if ((#AirQualityDetector).dustSensor_fineDustLevel > 80) {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")
}","airPurifierFanMode_setAirPurifierFanMode, dustSensor_fineDustLevel"
244,244,14,local_8b (version0_13),gpt_mg.version0_13,local_8b,이산화탄소 농도가 900ppm 이상이 될때마다 벨브를 닫아줘.,True,0.422018,0.422018,,"triggered := false
if ((#AirQualitySensor).AirQualitySensor_CarbonDioxide >= 900) {
    if (triggered == false) {
        (#Valve).Valve_Close()
        triggered = true
    }
} else {
    triggered = false
}","if ((#GasMeter).gasMeter_gasMeter >= 900) {
  (#Valve).valve_close()
}","gasMeter_gasMeter, valve_close"
245,245,15,local_8b (version0_13),gpt_mg.version0_13,local_8b,온도가 30도 이상이 될 때마다 블라인드를 닫아줘.,True,0.573585,0.573585,,"triggered := false
if ((#TemperatureSensor).TemperatureSensor_Temperature >= 30) {
    if (triggered == false) {
        (#Blind).WindowCovering_DownOrClose()
        triggered = true
    }
} else {
    triggered = false
}","if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {
  (#Blind).windowShade_close()
}","temperatureMeasurement_temperature, windowShade_close"
246,246,16,local_8b (version0_13),gpt_mg.version0_13,local_8b,"문이 열리면 이후에 1분마다 스피커로 ""어서오세요""를 출력해줘.",True,0.476923,0.476923,,"
active := 0

if (active == 0) {

    wait until ((#Door).Door_DoorState == ""open"")

    active = 1

}

(#Speaker).Speaker_Speak(""어서오세요"")","triggered := false
if ((#DoorLock).doorControl_door == ""open"") {
  if (triggered == false) {
    (#Speaker).mediaPlayback_speak(""어서오세요"")
    triggered = true
  }
} else {
  triggered = false
}","doorControl_door, mediaPlayback_speak"
247,247,17,local_8b (version0_13),gpt_mg.version0_13,local_8b,접촉센서가 닫히면 10초마다 경찰 사이렌을 울려줘.,True,0.204678,0.204678,,"
active := 0

if (active == 0) {

    wait until ((#ContactSensor).ContactSensor_Contact == true)

    active = 1

}

(#Siren).Siren_SetSirenMode(""police"")","if ((#ContactSensor).contactSensor_contact == ""closed"") {
  wait until ((#ContactSensor).contactSensor_contact == ""closed"")
  (#Siren).sirenMode_setSirenMode(""siren"")
  (#Clock).clock_delay(10000)
  (#Siren).sirenMode_setSirenMode(""off"")
}","clock_delay, contactSensor_contact, sirenMode_setSirenMode"
248,248,18,local_8b (version0_13),gpt_mg.version0_13,local_8b,현관문이 열리면 그 후부터 5분마다 금고를 체크해서 잠겨있지 않으면 스피커로 금고가 열려있다고 출력해줘.,False,0.0,0.486486,unknown_services:safeBox_lockStatus,"
active := 0

if (active == 0) {

    wait until ((#Entrance #Door).Door_DoorState == ""open"")

    active = 1

}

if ((#Safe).Safe_SafeState != ""locked"") {

    (#Speaker).Speaker_Speak(""금고가 열려있습니다"")

}","triggered := false
if ((#Door).doorControl_door == ""open"") {
  wait until ((#SafeBox).safeBox_lockStatus == ""locked"")
  triggered = true
}
if (triggered) {
  (#Speaker).mediaPlayback_speak(""금고가 열려있습니다"")
}","doorControl_door, mediaPlayback_speak, safeBox_lockStatus"
249,249,19,local_8b (version0_13),gpt_mg.version0_13,local_8b,"누수가 감지되면 즉시 밸브를 잠그고 1분마다 스피커로 ""누수가 감지되었습니다. 대피하세요""라고 출력해줘.",True,0.633987,0.633987,,"
active := 0

if (active == 0) {

    wait until ((#LeakSensor).LeakSensor_Leakage == true)

    (#Valve).Valve_Close()

    active = 1

}

(#Speaker).Speaker_Speak(""누수가 감지되었습니다. 대피하세요"")","if ((#LeakSensor).leakSensor_leakage == ""detected"") {
  (#Valve).valve_close()
  (#Speaker).mediaPlayback_speak(""누수가 감지되었습니다. 대피하세요"")
  triggered := true
} else {
  triggered := false
}","leakSensor_leakage, mediaPlayback_speak, valve_close"
250,250,20,local_8b (version0_13),gpt_mg.version0_13,local_8b,연기가 감지되면 1분마다 긴급 사이렌을 5초간 울려줘.,True,0.526316,0.526316,,"
active := 0

if (active == 0) {

    wait until ((#SmokeDetector).SmokeDetector_Smoke == true)

    active = 1

}

(#Siren).Siren_SetSirenMode(""fire"")

delay(5 SEC)

(#Siren).Switch_Off()","if ((#FallDetector).fallDetection_fall == ""fall"") {
  (#Siren).sirenMode_setSirenMode(""siren"")
  (#Clock).clock_delay(5000)
  (#Siren).sirenMode_setSirenMode(""off"")
}","clock_delay, fallDetection_fall, sirenMode_setSirenMode"
251,251,21,local_8b (version0_13),gpt_mg.version0_13,local_8b,"자정이 되면 문을 닫고, 오전 6시까지 한 시간마다 조명을 체크해서 밝기가 30보다 크면 10으로 낮춰줘.",True,0.541176,0.541176,,"
active := 0

if (active == 0) {

    (#Door).Door_Close()

    active = 1

}

if ((#Clock).Clock_Hour == 6) {

    break

}

if ((#Light).LightSensor_Brightness > 30) {

    (#Light).Light_MoveToBrightness(10)

}","if ((#Clock).clock_hour == 0) {
  (#Window).windowControl_close()
}
if ((#Clock).clock_hour < 6) {
  lightLevel = (#LightSensor).lightLevel_light
  if (lightLevel > 30) {
    (#Light).switchLevel_setLevel(10)
  }
}","clock_hour, switchLevel_setLevel, windowControl_close"
252,252,22,local_8b (version0_13),gpt_mg.version0_13,local_8b,"충전기 전압이 4V 이하로 떨어지면 30분마다 ""충전 전압이 낮습니다""라고 스피커로 말해줘.",True,0.568807,0.568807,,"
active := 0

if (active == 0) {

    wait until ((#Charger).Charger_Voltage <= 4000)

    active = 1

}

(#Speaker).Speaker_Speak(""충전 전압이 낮습니다"")","voltage = (#Charger).voltageMeasurement_voltage
if (voltage <= 4.0) {
  (#Speaker).mediaPlayback_speak(""충전 전압이 낮습니다"")
}",mediaPlayback_speak
253,253,23,local_8b (version0_13),gpt_mg.version0_13,local_8b,"연기가 감지되면 스피커로 화재를 알리고, 이후 5분마다 test@example.com으로 ""화재 경고""라는 제목과 ""화재가 발생했습니다. 대피하세요""라는 내용의 이메일을 보내줘.",True,0.587234,0.587234,,"
active := 0

if (active == 0) {

    wait until ((#SmokeDetector).SmokeDetector_Smoke == true)

    (#Speaker).Speaker_Speak(""화재 발생! 즉시 대피하세요."" )

    active = 1

}

(#EmailProvider).EmailProvider_SendMail(""test@example.com"", ""화재 경고"", ""화재가 발생했습니다. 대피하세요."")","triggered := false
if ((#SmokeDetector).smokeDetector_smoke == ""detected"") {
  if (triggered == false) {
    (#Speaker).mediaPlayback_speak(""화재를 알리는 소리를 들으세요."")
    (#EmailProvider).emailProvider_sendMail(""test@example.com"", ""화재 경고"", ""화재가 발생했습니다. 대피하세요"")
    triggered = true
  }
} else {
  triggered = false
}","emailProvider_sendMail, mediaPlayback_speak, smokeDetector_smoke"
254,254,24,local_8b (version0_13),gpt_mg.version0_13,local_8b,건조가 끝나면 10분마다 '세탁물을 꺼내세요'라고 스피커로 말해줘.,True,0.454148,0.454148,,"
active := 0

if (active == 0) {

    wait until ((#LaundryDryer).LaundryDryer_SpinSpeed == 0)

    active = 1

}

(#Speaker).Speaker_Speak(""세탁물을 꺼내세요"")","if ((#Dehumidifier).dehumidifierMode_dehumidifierMode == ""finished"") {
  (#Speaker).mediaPlayback_speak(""세탁물을 꺼내세요"")
}","dehumidifierMode_dehumidifierMode, mediaPlayback_speak"
255,255,25,local_8b (version0_13),gpt_mg.version0_13,local_8b,움직임이 감지되면 그 뒤로 10초마다 사진을 찍어줘.,True,0.639676,0.639676,,"
active := 0

if (active == 0) {

    wait until ((#MotionSensor).MotionSensor_Motion == true)

    active = 1

}

(#Camera).Camera_CaptureImage()","if ((#MotionSensor).motionSensor_motion == ""active"") {
  wait until ((#MotionSensor).motionSensor_motion == ""inactive"")
  (#Camera).camera_take()
}","camera_take, motionSensor_motion"
256,256,26,local_8b (version0_13),gpt_mg.version0_13,local_8b,"습도가 50% 이상이 될 때마다, 그룹1 태그가 붙은 제습기를 모두 건조모드로 작동시켜.",True,0.4,0.4,,"
prev := (#HumiditySensor).HumiditySensor_Humidity

curr = (#HumiditySensor).HumiditySensor_Humidity

if (prev < 50 and curr >= 50) {

    all(#Group1 #Dehumidifier).Dehumidifier_SetDehumidifierMode(""drying"")

}

prev = curr","if ((#Group1_Dehumidifier).dehumidifierMode_dehumidifierMode != ""drying"") {
  (#Group1_Dehumidifier).dehumidifierMode_setDehumidifierMode(""drying"")
}","dehumidifierMode_dehumidifierMode, dehumidifierMode_setDehumidifierMode"
257,257,27,local_8b (version0_13),gpt_mg.version0_13,local_8b,조도가 200럭스보다 낮아질 때마다 모든 조명을 켜줘.,True,0.512077,0.512077,,"
prev := (#LightSensor).LightSensor_Brightness

curr = (#LightSensor).LightSensor_Brightness

if (prev >= 200 and curr < 200) {
 
    all(#Light).Switch_On()

}

prev = curr",if ((#LightSensor).lightLevel_light < 200) { all(#Light).switch_on() },"lightLevel_light, switch_on"
258,258,28,local_8b (version0_13),gpt_mg.version0_13,local_8b,"상단부에 있는 조명이 켜질 때마다, 하단부에 있는 조명도 켜줘.",True,0.45993,0.45993,,"
prev := (#Top #Light).Switch_Switch

curr = (#Top #Light).Switch_Switch

if (prev == false and curr == true) {

    (#Bottom #Light).Switch_On()

}

prev = curr","topLightStatus := false
if ((#Light_Top).switch_switch == ""on"") {
  if (topLightStatus == false) {
    (#Light_Bottom).switch_on()
    topLightStatus = true
  }
} else {
  topLightStatus = false
}","switch_on, switch_switch"
259,259,29,local_8b (version0_13),gpt_mg.version0_13,local_8b,"조명 태그가 붙은 버튼이 눌릴때마다, 홀수 태그가 붙은 모든 조명의 밝기를 최대로 밝혀줘.",True,0.491667,0.491667,,"
prev := (#Light #Button).Button_Button

curr = (#Light #Button).Button_Button

if (prev != ""pushed"" and curr == ""pushed"") {

    all(#Odd #Light).Light_MoveToBrightness(100, 0)

}

prev = curr","if ((#Button).button_button == ""pushed"") {
  all(#Odd_Light).switchLevel_setLevel(100)
}","button_button, switchLevel_setLevel"
260,260,30,local_8b (version0_13),gpt_mg.version0_13,local_8b,"로봇 태그가 붙은 버튼이 눌릴때마다, 짝수 태그 로봇청소기들을 모두 자동모드로 작동시켜줘.",True,0.489583,0.489583,,"
prev := (#Robot #Button).Button_Button

curr = (#Robot #Button).Button_Button

if (prev != ""pushed"" and curr == ""pushed"") {

    all(#Even #RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(""auto"")

}

prev = curr","if ((#Button).button_button == ""pushed"") {
  robots = all(#RobotCleaner)
  for (robot in robots) {
    if (robot.tags.includes(""even"")) {
      robot.robotCleanerCleaningMode_setRobotCleanerCleaningMode(""auto"")
    }
  }
}",button_button
261,261,31,local_8b (version0_13),gpt_mg.version0_13,local_8b,"문이 열릴 때마다, 복도와 거실의 조명을 모두 켜줘.",True,0.616541,0.616541,,"
prev := (#Door).Door_DoorState

curr = (#Door).Door_DoorState

if (prev != ""open"" and curr == ""open"") {

    all(#Hallway #Light).Switch_On()

    all(#LivingRoom #Light).Switch_On()

}

prev = curr","if ((#DoorLock).doorControl_door == ""open"") {
  all(#Hall_Light).switch_on()
  all(#LivingRoom_Light).switch_on()
}","doorControl_door, switch_on"
262,262,32,local_8b (version0_13),gpt_mg.version0_13,local_8b,중단 태그가 달린 버튼이 눌릴때마다 짝수 태그가 붙은 장치들을 모두 꺼줘.,True,0.521327,0.521327,,"
prev := (#Stop #Button).Button_Button

curr = (#Stop #Button).Button_Button

if (prev != ""pushed"" and curr == ""pushed"") {

    all(#Even).Switch_Off()

}

prev = curr","if ((#Button).button_button == ""pushed"") {
  all(#EvenTaggedDevices).switch_off()
}","button_button, switch_off"
263,263,33,local_8b (version0_13),gpt_mg.version0_13,local_8b,"비가 올때마다, 모든 창문과 문을 닫아줘",True,0.385135,0.385135,,"
prev := (#RainSensor).RainSensor_Rain

curr = (#RainSensor).RainSensor_Rain

if (prev == false and curr == true) {

    all(#Window).WindowCovering_DownOrClose()

    all(#Door).Door_Close()

}

prev = curr","if ((#WeatherProvider).weatherProvider_weather == ""rain"") {
  all(#Window).windowControl_close()
  all(#DoorLock).doorControl_close()
}","doorControl_close, weatherProvider_weather, windowControl_close"
264,264,34,local_8b (version0_13),gpt_mg.version0_13,local_8b,도어락이 잠길때마다 입구의 조명을 최대밝기로 10초 유지하다가 꺼줘.,False,0.0,0.478261,unknown_services:doorControl_lockStatus,"
prev := (#DoorLock).DoorLock_DoorLockState

curr = (#DoorLock).DoorLock_DoorLockState

if (prev != ""closed"" and curr == ""closed"") {

    (#Entrance #Light).LevelControl_MoveToLevel(100, 0)

    delay(10 SEC)

    (#Entrance #Light).Switch_Off()

}

prev = curr","if ((#DoorLock).doorControl_lockStatus == ""locked"") {
  (#Light).switch_on()
  (#Light).switchLevel_setLevel(100)
  (#Clock).clock_delay(10000)
  (#Light).switch_off()
}","clock_delay, doorControl_lockStatus, switchLevel_setLevel, switch_off, switch_on"
265,265,35,local_8b (version0_13),gpt_mg.version0_13,local_8b,입구에 움직임이 감지될 때마다 입구 조명을 최대밝기로 켰다가 3초 뒤에 꺼줘.,False,0.0,0.0,missing_reference,,"motionDetected := false
if (motionDetected == false) {
  wait until ((#MotionSensor).motionSensor_motion == ""active"")
  (#Light).switchLevel_setLevel(100)
  motionDetected = true
} else {
  wait until (#Clock).clock_delay(3000)
  (#Light).switch_off()
  motionDetected = false
}","clock_delay, motionSensor_motion, switchLevel_setLevel, switch_off"
266,266,36,local_8b (version0_13),gpt_mg.version0_13,local_8b,조도가 50럭스 미만으로 떨어질 때마다 주차장의 모든 쉐이드를 열어줘.,True,0.518219,0.518219,,"
prev := (#LightSensor).LightSensor_Brightness

curr = (#LightSensor).LightSensor_Brightness

if (prev >= 50 and curr < 50) {

    all(#ParkingLot #Shade).WindowCovering_UpOrOpen()

}

prev = curr",if ((#LightSensor).lightLevel_light < 50) { all(#ParkingLot_Shade).windowShade_open() },"lightLevel_light, windowShade_open"
267,267,37,local_8b (version0_13),gpt_mg.version0_13,local_8b,서버 랙 습도가 70%보다 높아지면 연구실 제습기를 제습모드로 설정하고 1시간마다 습도를 다시 체크해서 50% 밑이면 제습기를 꺼줘.,True,0.413934,0.413934,,"
active := 0

if (active == 0) {

    wait until ((#ServerRack #HumiditySensor).HumiditySensor_Humidity > 70)

    (#Lab #Dehumidifier).Dehumidifier_SetDehumidifierMode(""dehumidifying"")

    active = 1

}

if ((#ServerRack #HumiditySensor).HumiditySensor_Humidity < 50) {

    (#Lab #Dehumidifier).Switch_Off()

}","if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 70) {
  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")
}
wait until ((#HumiditySensor).relativeHumidityMeasurement_humidity < 50)
(#Dehumidifier).switch_off()","dehumidifierMode_setDehumidifierMode, relativeHumidityMeasurement_humidity, switch_off"
268,268,38,local_8b (version0_13),gpt_mg.version0_13,local_8b,"주차장 이산화탄소 농도가 880ppm보다 높아지면, 10초마다 ""CO2 농도 위험""이라고 주차장 스피커로 출력해줘.",True,0.409241,0.409241,,"
active := 0

if (active == 0) {

    wait until ((#ParkingLot #AirQualitySensor).AirQualitySensor_CarbonDioxide > 880)

    active = 1

}

(#ParkingLot #Speaker).Speaker_Speak(""CO2 농도 위험"")","co2High := false
if ((#Garage).gasMeter_gasMeter > 880) {
  if (co2High == false) {
    (#GarageSpeaker).mediaPlayback_speak(""CO2 농도 위험"")
    co2High = true
  }
} else {
  co2High = false
}","gasMeter_gasMeter, mediaPlayback_speak"
269,269,39,local_8b (version0_13),gpt_mg.version0_13,local_8b,"거실에서 연기가 감지되면 모든 화재 경보를 울리고, 10초마다 스피커로 ""대피하세요""라고 출력해줘.",True,0.480447,0.480447,,"
active := 0

if (active == 0) {

    wait until ((#LivingRoom #SmokeDetector).SmokeDetector_Smoke == true)

    all(#Siren).Siren_SetSirenMode(""fire"")

    active = 1

}

(#Speaker).Speaker_Speak(""대피하세요"")","triggered := false
if ((#SmokeDetector).smokeDetector_smoke == ""detected"") {
  if (triggered == false) {
    all(#Alarm).alarm_siren()
    (#Speaker).mediaPlayback_speak(""대피하세요"")
    triggered = true
  }
} else {
  triggered = false
}","alarm_siren, mediaPlayback_speak, smokeDetector_smoke"
270,270,40,local_8b (version0_13),gpt_mg.version0_13,local_8b,"1층에서 재실센서가 하나라도 감지되면, 1분마다 모든 긴급 사이렌을 3초간 울렸다 꺼줘.",True,0.201373,0.201373,,"
active := 0

if (active == 0) {

    wait until (all(#Floor1 #PresenceSensor).PresenceSensor_Presence ==| true)

    active = 1

}

all(#Siren).Siren_SetSirenMode(""emergency"")

delay(3 SEC)

all(#Siren).Switch_Off()","triggered := false
if (triggered == false) {
  wait until (any(#Floor1_PresenceSensor).presenceSensor_presence == ""present"")
  (#EmergencySiren).sirenMode_setSirenMode(""siren"")
  (#Clock).clock_delay(3000)
  (#EmergencySiren).sirenMode_setSirenMode(""off"")
  triggered = true
} else {
  break
}","clock_delay, presenceSensor_presence, sirenMode_setSirenMode"
271,271,41,local_8b (version0_13),gpt_mg.version0_13,local_8b,로비에서 움직임이 감지되면 30초마다 로비 사진을 찍어줘.,True,0.636816,0.636816,,"
active := 0

if (active == 0) {

    wait until ((#Lobby #MotionSensor).MotionSensor_Motion == true)

    active = 1

}

(#Lobby #Camera).Camera_CaptureImage()","if ((#MotionSensor).motionSensor_motion == ""active"") {
  (#Camera).camera_take()
}","camera_take, motionSensor_motion"
272,272,42,local_8b (version0_13),gpt_mg.version0_13,local_8b,"주방의 연기 감지기로 연기가 감지가 되면 거실 스피커로 10초마다 ""화재 발생""이라고 말해줘.",False,0.0,0.574899,unknown_services:stageDetection_stageDetected,"
active := 0

if (active == 0) {

    wait until ((#Kitchen #SmokeDetector).SmokeDetector_Smoke == true)

    active = 1

}

(#LivingRoom #Speaker).Speaker_Speak(""화재 발생"")","if ((#StageDetector).stageDetection_stageDetected == ""detected"") {
  (#LivingRoomSpeaker).mediaPlayback_speak(""화재 발생"")
}","mediaPlayback_speak, stageDetection_stageDetected"
273,273,43,local_8b (version0_13),gpt_mg.version0_13,local_8b,주방의 누수 센서가 감지될 때마다 주방 카메라로 스트리밍을 시작해줘.,False,0.0,0.575875,unknown_services:camera_stream,"
prev := (#Kitchen #LeakSensor).LeakSensor_Leakage

curr = (#Kitchen #LeakSensor).LeakSensor_Leakage

if (prev == false and curr == true) {

    (#Kitchen #Camera).Camera_StartStream()
}

prev = curr","if ((#KitchenLeakSensor).leakSensor_leakage == ""detected"") {
  (#KitchenCamera).camera_stream()
}","camera_stream, leakSensor_leakage"
274,274,44,local_8b (version0_13),gpt_mg.version0_13,local_8b,마당에 있는 움직임 센서가 감지될 때마다 경찰 사이렌을 울려줘.,True,0.539924,0.539924,,"
prev := (#Yard #MotionSensor).MotionSensor_Motion

curr = (#Yard #MotionSensor).MotionSensor_Motion

if (prev == false and curr == true) {

    (#Yard #Siren).Siren_SetSirenMode(""police"")

}

prev = curr","if ((#MotionSensor).motionSensor_motion == ""active"") {
  (#Siren).sirenMode_setSirenMode(""siren"")
}","motionSensor_motion, sirenMode_setSirenMode"
275,275,45,local_8b (version0_13),gpt_mg.version0_13,local_8b,멀티버튼의 버튼2가 눌릴 때마다 거실의 창문을 모두 열어줘.,True,0.51711,0.51711,,"
prev := (#MultiButton).DimmerSwitch_Button2

curr = (#MultiButton).DimmerSwitch_Button2

if (prev != ""pushed"" and curr == ""pushed"") {

    all(#LivingRoom #Window).WindowCovering_UpOrOpen()

}

prev = curr","if ((#Buttonx4).buttonx4_button2 == ""pushed"") {
  all(#LivingRoomWindow).windowControl_open()
}","buttonx4_button2, windowControl_open"
276,276,46,local_8b (version0_13),gpt_mg.version0_13,local_8b,거실 블라인드를 1시간 간격으로 올렸다 내렸다 반복해줘.,True,0.444444,0.444444,,"
open := false

if (open == false) {

    (#LivingRoom #Blind).WindowCovering_UpOrOpen()

    open = true

} else {

    (#LivingRoom #Blind).WindowCovering_DownOrClose()

    open = false

}","if ((#Blind).windowShadeLevel_shadeLevel == 0) {
  (#Blind).windowShade_open()
} else {
  (#Blind).windowShade_close()
}","windowShadeLevel_shadeLevel, windowShade_close, windowShade_open"
277,277,47,local_8b (version0_13),gpt_mg.version0_13,local_8b,안방 창문을 2시간마다 열었다 닫았다 반복해줘.,True,0.470588,0.470588,,"
open := false

if (open == false) {

    (#Bedroom #Window).WindowCovering_UpOrOpen()

    open = true

} else {

    (#Bedroom #Window).WindowCovering_DownOrClose()

    open = false

}","if ((#Window).windowControl_window == ""closed"") {
  (#Window).windowControl_open()
} else {
  (#Window).windowControl_close()
}","windowControl_close, windowControl_open, windowControl_window"
278,278,48,local_8b (version0_13),gpt_mg.version0_13,local_8b,회의실 에어컨의 목표 온도를 1시간마다 25와 20으로 번갈아 설정해줘.,True,0.621083,0.621083,,"
state := 0

if (state == 0) {

    (#MeetingRoom #AirConditioner).AirConditioner_SetTargetTemperature(25)

    state = 1

} else {

    (#MeetingRoom #AirConditioner).AirConditioner_SetTargetTemperature(20)

    state = 0

}","if (triggered == false) {
  (#ConferenceRoomAC).airConditionerMode_setTemperature(25)
  triggered = true
} else {
  (#ConferenceRoomAC).airConditionerMode_setTemperature(20)
  triggered = false
}",airConditionerMode_setTemperature
