index,category_analysis,selected,test_no,command,command_english,joi_gt,connected_devices_dict,options_dict,sa_result
440,8,1,-,그룹2번이 하나라도 80을 초과하면 그룹2번은 꺼줘.,"If any sensor in Group 2 goes over 80, turn off Group 2.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until(any(#Group2).relativeHumidityMeasurement_humidity > 80) {\n(#Group2).switch_off()\n}""}","{'Group1_TemperatureSensor_Left': {'category': 'TemperatureSensor', 'tags': ['Group1', 'Left', 'TemperatureSensor']}, 'Group1_TemperatureSensor_Right': {'category': 'TemperatureSensor', 'tags': ['Group1', 'Right', 'TemperatureSensor']}, 'Group1_TemperatureSensor_Center': {'category': 'TemperatureSensor', 'tags': ['Group1', 'Center', 'TemperatureSensor']}, 'Group1_TemperatureSensor_Upper_Left': {'category': 'TemperatureSensor', 'tags': ['Group1', 'Upper', 'Left', 'TemperatureSensor']}, 'Group1_TemperatureSensor_Lower_Right': {'category': 'TemperatureSensor', 'tags': ['Group1', 'Lower', 'Right', 'TemperatureSensor']}, 'Group2_HumiditySensor_Left': {'category': 'HumiditySensor', 'tags': ['Group2', 'Left', 'HumiditySensor']}, 'Group2_HumiditySensor_Right': {'category': 'HumiditySensor', 'tags': ['Group2', 'Right', 'HumiditySensor']}, 'Group2_HumiditySensor_Center': {'category': 'HumiditySensor', 'tags': ['Group2', 'Center', 'HumiditySensor']}, 'Group2_HumiditySensor_Upper_Left': {'category': 'HumiditySensor', 'tags': ['Group2', 'Upper', 'Left', 'HumiditySensor']}, 'Group2_HumiditySensor_Lower_Right': {'category': 'HumiditySensor', 'tags': ['Group2', 'Lower', 'Right', 'HumiditySensor']}, 'Group2_Irrigator_Left': {'category': 'Irrigator', 'tags': ['Group2', 'Left', 'Irrigator']}, 'Group2_Irrigator_Right': {'category': 'Irrigator', 'tags': ['Group2', 'Right', 'Irrigator']}, 'Group2_Irrigator_Center': {'category': 'Irrigator', 'tags': ['Group2', 'Center', 'Irrigator']}, 'Group2_Irrigator_Upper_Center': {'category': 'Irrigator', 'tags': ['Group2', 'Upper', 'Center', 'Irrigator']}, 'Group2_Irrigator_Lower_Left': {'category': 'Irrigator', 'tags': ['Group2', 'Lower', 'Left', 'Irrigator']}, 'Group3_TemperatureSensor_Center': {'category': 'TemperatureSensor', 'tags': ['Group3', 'Center', 'TemperatureSensor']}, 'Group3_HumiditySensor_Upper_Right': {'category': 'HumiditySensor', 'tags': ['Group3', 'Upper', 'Right', 'HumiditySensor']}, 'Group3_Irrigator_Lower_Right': {'category': 'Irrigator', 'tags': ['Group3', 'Lower', 'Right', 'Irrigator']}, 'Group3_HumiditySensor_Lower_Left': {'category': 'HumiditySensor', 'tags': ['Group3', 'Lower', 'Left', 'HumiditySensor']}, 'Group3_Irrigator_Upper_Left': {'category': 'Irrigator', 'tags': ['Group3', 'Upper', 'Left', 'Irrigator']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (any(#Group2 #HumiditySensor).relativeHumidityMeasurement_humidity > 80) {all(#Group2 #Irrigator).switch_off()}""}"
441,1,1,-,알람의 사이렌과 경광등을 모두 켜줘.,Turn on both the alarm siren and the strobe,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()\n
(#Siren).sirenMode_setSirenMode(\""off\"")""}","{'sector1_alarm_left': {'category': 'Alarm', 'tags': ['sector1', 'left', 'Alarm']}, 'sector1_alarm_right': {'category': 'Siren', 'tags': ['sector1', 'right', 'Siren']}, 'sector1_alarm_center': {'category': 'Alarm', 'tags': ['sector1', 'center', 'Alarm']}, 'sector2_alarm_entrance': {'category': 'Siren', 'tags': ['sector2', 'entrance', 'Siren']}, 'sector2_alarm_exit': {'category': 'Alarm', 'tags': ['sector2', 'exit', 'Alarm']}, 'sector2_alarm_top': {'category': 'Siren', 'tags': ['sector2', 'top', 'Siren']}, 'sector3_alarm_left': {'category': 'Siren', 'tags': ['sector3', 'left', 'Siren']}, 'sector3_alarm_right': {'category': 'Alarm', 'tags': ['sector3', 'right', 'Alarm']}, 'sector3_alarm_center': {'category': 'Siren', 'tags': ['sector3', 'center', 'Siren']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Alarm).alarm_both()""}"
442,9,1,-,가장 최근에 찍은 사진을 홍길동 이메일로 제목 '사진'과 내용 '사진입니다.'로 보내줘.,"Send the most recent photo to Honggildong by email with the subject ""Photo"" and the message ""This is a photo"".","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""honggd@test.com\"", \""Photo\"", \""This is a photo.\"", latest_photo)""}",,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMailWithFile('honggd@test.com','사진','사진입니다.',(#Camera).camera_image)""}"
443,9,1,-,가장 최근에 찍은 동영상을 첨부파일로 장보고 이메일로 제목 '동영상'과 내용 '동영상입니다.'로 보내줘,"Send the most recent video as an attachment to Jang Bogo by email with the subject ""Video"" and the message ""This is a video"".","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""jangbogo@naver.com\"", \""Video\"", \""This is a video.\"", latest_video)""}",,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMailWithFile('jangbogo@naver.com','동영상','동영상입니다.',(#Camera).camera_video)""}"
444,9,1,-,김무개 메일로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,"Send an email to Kim Mugae with the subject ""Alert"" and the message ""This is an emergency"".","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""kim@example.com\"", \""Alert\"", \""This is an emergency.\"")""}",,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMail('kim@example.com','알림','긴급 상황입니다.')""}"
445,3,1,-,비가 오는데 창문이 열려있으면 창문을 닫아줘.,"If it is raining and the window is open, close the window.","{""name"": ""CloseWindowWhenRaining"",  ""cron"": """", ""period"": -1, ""code"": ""rain = (#WeatherProvider).weatherProvider_weather\nif (rain == \""rain\"") and ((#Window).windowControl_window == \""open\"") {\n(#Window).windowControl_close()\n}""}",,,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (((#WeatherProvider).weatherProvider_weather == 'rain') and ((#Window).windowControl_window == 'open')) {(#Window).windowControl_close()}""}"
446,3,1,-,문이 열렸다 닫히면 알림을 울려줘.,Send an alert when the door opens and then closes.,"{""name"": ""DoorClosedAlert"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#DoorLock).doorControl_door == \""open\"")\nwait until((#DoorLock).doorControl_door == \""closed\"")\n(#Alarm).alarm_siren()""}",,,"
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev_door_state := (#DoorLock).doorControl_door\ndoor_state = (#DoorLock).doorControl_door\nif ((prev_door_state == 'open') and (door_state == 'closed')) {\n    (#Alarm).alarm_both()\n}\nprev_door_state = door_state""}"
447,3,1,-,문이 닫혔다 열리면 사진을 5초 단위로 찍어줘.,Begin taking a photo every 5 seconds once the door opens.,"{""name"": ""CaptureAfterDoorClosedAndOpened"", ""cron"": """",  ""period"": 100,  ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\nwait until((#DoorLock).doorControl_door == \""open\"")\nloop {\n(#Camera).camera_take()\n(#Clock).clock_delay(5000)\n}\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 5000,""code"": ""triggered := false\nprev_door := (#DoorLock).doorControl_door\nif ((prev_door == 'closed') and ((#DoorLock).doorControl_door == 'open')) {\n    triggered = true\n}\nprev_door = (#DoorLock).doorControl_door\nif (triggered == true) {\n    (#Camera).camera_take()\n}""}"
448,3,1,-,불이 30분이상 켜져있으면 알림을 울려줘.,Turn on the alarm if the light stays on for 30 minutes.,"{""name"": ""LightOnTooLongAlert"",  ""cron"": """",
  ""period"": -1,  ""code"": ""wait until((#Light).switch_switch == \""on\"")\n(#Clock).clock_delay(1800000)\nif ((#Light).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 10000,""code"": ""triggered := false\nprev_light_state := (#Light).switch_switch\nstart_time := 0\nlight_state = (#Light).switch_switch\nif ((prev_light_state == 'off') and (light_state == 'on')) {\n    start_time = (#Clock).clock_timestamp()\n    triggered = false\n}\nif ((light_state == 'on') and (triggered == false)) {\n    current_time = (#Clock).clock_timestamp()\n    if ((current_time - start_time) >= 1800) {\n        (#Alarm).alarm_siren()\n        triggered = true\n    }\n}\nif (light_state == 'off') {\n    triggered = false\n}\nprev_light_state = light_state""}"
449,3,1,-,창문이 닫혀있다가 열리면 알림을 울려줘.,"If the window is closed, then sound the alarm when it opens.","{""name"": ""WindowIsClosedThenOpens"",  ""cron"": """",  ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""closed\"") {\nwait until((#Window).windowControl_window == \""open\"")\n(#Alarm).alarm_siren()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev_window_state := (#Window).windowControl_window\nwindow_state = (#Window).windowControl_window\nif ((prev_window_state == 'closed') and (window_state == 'open')) {\n    (#Alarm).alarm_siren()\n}\nprev_window_state = window_state""}"
450,9,1,-,"주소록에서 나를 제외한 모든 사람에게 이메일로 내 생일을 알려주는 내용으로 메일을 보내줘. 제목은 ""생일 알림"", 내용은 ""제 생일은 ~입니다""로 보내줘.",Send an email to everyone in the contact list except myself to notify them of my birthday.,"{""name"": ""BirthdayNotification"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""honggd@test.com\"", \""Birthday Reminder\"", \""My birthday is 1991-03-03\"")\n(#EmailProvider).emailProvider_sendMail(\""kim@example.com\"", \""Birthday Reminder\"", \""My birthday is 1991-03-03\"")\n(#EmailProvider).emailProvider_sendMail(\""jangbogo@naver.com\"", \""Birthday Reminder\"", \""My birthday is 1991-03-03\"")""}",,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#EmailProvider).emailProvider_sendMail('honggd@test.com'|'생일 알림'|'제 생일은 1991-03-03입니다')\n(#EmailProvider).emailProvider_sendMail('kim@example.com'|'생일 알림'|'제 생일은 1991-03-03입니다')\n(#EmailProvider).emailProvider_sendMail('jangbogo@naver.com'|'생일 알림'|'제 생일은 1991-03-03입니다')""}"
451,9,1,-,"매년 내 생일이 되면 아침 9시에 ""생일 축하합니다"" 노래를 불러 줘.","Every year on my birthday at 9 AM, say ""Happy Birthday"".","{""name"": ""BirthdayGreeting"",
  ""cron"": ""0 9 3 3 *"",
  ""period"": 0,
  ""code"": ""(#Speaker).mediaPlayback_speak(\""생일 축하합니다\"")""
}",,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]"," 
{""name"": ""Scenario1"",""cron"": ""0 9 3 3 *"",""period"": 0,""code"": ""(#Speaker).mediaPlayback_play('생일 축하합니다')""}"
452,9,1,-,"알림이 울리면, 나와 홍길동에게 제목은 알림 발생, 내용은 알림이 울렸습니다라고 작성해서 메일을 보내줘. ","When the alarm turns on, send an email to me and Hong Gil-dong with the subject ""Alert Triggered"" and the message ""The alarm has turned on.""","{""name"": ""AlarmAlertEmail"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Alarm).alarm_alarm == ""siren"")\n(#EmailProvider).emailProvider_sendMailWithFile(""abcd1234@test.com"", ""Alert Triggered"", ""The alarm has turned on."")\n(#EmailProvider).emailProvider_sendMailWithFile(""honggd@test.com"", ""Alert Triggered"", ""The alarm has turned on."")""}",,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]"," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#Alarm).alarm_alarm == 'siren' or (#Alarm).alarm_alarm == 'both' or (#Alarm).alarm_alarm == 'strobe')\n(#EmailProvider).emailProvider_sendMail('abcd1234@test.com' , '알림 발생' , '알림이 울렸습니다')\n(#EmailProvider).emailProvider_sendMail('honggd@test.com' , '알림 발생' , '알림이 울렸습니다')""}"
453,9,1,-,"낙상 감지 센서에서 낙상이 감지된 상태이면, 내 주변사람들에게 제목은 ""낙상 감지"", 내용은 ""제가 넘어졌습니다. 도와주세요""로 메일을 보내줘.","If a fall is detected by the fall detection sensor, send an email to my contacts with the subject ""Fall Detected"" and the message ""I have fallen. Please help me.""","{""name"": ""AlertEmail"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#FallSensor).fallDetection_fall == ""detected"")
(#EmailProvider).emailProvider_sendMailWithFile(""honggd@test.com"", ""Fall Detected"", ""I have fallen. Please help me."")
(#EmailProvider).emailProvider_sendMailWithFile(""kim@example.com"", ""Fall Detected"", ""I have fallen. Please help me."")
(#EmailProvider).emailProvider_sendMailWithFile(""jangbogo@naver.com"", ""Fall Detected"", ""I have fallen. Please help me."")}""",,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]","
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#FallDetector).fallDetection_fall == 'detected') {\n    (#EmailProvider).emailProvider_sendMail('honggd@test.com','낙상 감지','제가 넘어졌습니다. 도와주세요')\n    (#EmailProvider).emailProvider_sendMail('kim@example.com','낙상 감지','제가 넘어졌습니다. 도와주세요')\n    (#EmailProvider).emailProvider_sendMail('jangbogo@naver.com','낙상 감지','제가 넘어졌습니다. 도와주세요')\n}""}"
454,3,1,-,비어있다가 누군가 감지되면 알림을 울려줘.,"If the space was empty and someone shows up, sound the alarm.","{""name"": ""AlertOnPresenceAfterEmpty"", ""cron"": """", ""period"": -1, ""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""not present\"") {\nwait until ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n(#Alarm).alarm_siren()\n}\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""prev_presence_state := (#PresenceSensor).presenceSensor_presence\npresence_state = (#PresenceSensor).presenceSensor_presence\nif ((prev_presence_state == 'not present') and (presence_state == 'present')) {\n    (#Alarm).alarm_siren()\n}\nprev_presence_state = presence_state""}"
455,4,1,-,조명이 꺼져 있고 사람이 감지되면 3초 후 조명을 켜 줘.,"If the light is off and someone is detected, turn on the light after 3 seconds.","{""name"": ""LightOnIfPersonDetected"",
  ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""off\"") and ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n(#clock).delay(3000)\n(#Light).switch_on()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""triggered := false\nif (((#Light).switch_switch == 'off') and ((#PresenceSensor).presenceSensor_presence == 'present')) {\n    if (triggered == false) {\n        (#Clock).clock_delay(3000)\n        (#Light).switch_on()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
456,4,1,-,문이 열려 있고 10초 이상 그대로면 알림을 울려 줘.,"If the door remains open for more than 10 seconds, sound the alarm.","{""name"": ""DoorOpenTooLongAlert"",
  ""cron"": """", ""period"": -1,  ""code"": ""if ((#Door).doorControl_door == \""open\"") {\n(#Clock).clock_delay(10000)\nif ((#Door).doorControl_door == \""open\"") {\n(#Alarm).alarm_siren()\n}\n}""
}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#DoorLock).doorControl_door == 'open')\nstart_time := (#Clock).clock_timestamp()\nwait until((#Clock).clock_timestamp() - start_time >= 10.0)\nif ((#DoorLock).doorControl_door == 'open') {\n    (#Alarm).alarm_siren()\n}""}"
457,4,1,-,습도가 30% 이하로 떨어진 뒤 5초가 지나면 가습기를 켜 줘.,"When the humidity drops below 30%, turn on the humidifier after 5 seconds.","{""name"": ""HumidityLowThenHumidifier"",
  ""cron"": """", ""period"": -1, ""code"": ""wait until((#HumiditySensor).relativeHumidityMeasurement_humidity <=30)\n(#Clock).clock_delay(5000)\n(#Humidifier).switch_on()""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#HumiditySensor).relativeHumidityMeasurement_humidity <= 30)\n(#Clock).clock_delay(5000)\n(#Humidifier).switch_on()""}"
458,4,1,-,창문이 열린 후 5초 내에 조명이 켜져 있으면 조명을 켜 줘.,"If the window is opened and the light is on within 5 seconds, turn on the light.","{""name"": ""WindowOpenThenLight"",
  ""cron"": """", ""period"": -1, ""code"": ""wait until((#Window).windowControl_window == \""open\"")\n(#Clock).clock_delay(5000)\nif ((#Light).switch_switch == \""on\"") {\n (#Light).switch_on()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""window_opened := false\nstart_time := 0.0\nif (window_opened == false) {\n    wait until ((#Window).windowControl_window == 'open')\n    window_opened = true\n    start_time = (#Clock).clock_timestamp()\n}\nif (window_opened == true) {\n    if ((#Clock).clock_timestamp() - start_time <= 5.0) {\n        if ((#Light).switch_switch == 'on') {\n            (#Light).switch_on()\n        }\n    } else {\n        window_opened = false\n    }\n}""}"
459,4,1,-,"5초마다 움직임을 감지하고, 감지되면 2초 대기 후 알람을 울려 줘.","Every 5 seconds, check for motion, and if detected, wait 2 seconds and then sound the alarm.","{""name"": ""MotionDetectedAlarm"", ""cron"": """", ""period"": 5000, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n(#clock).delay(2000)\n(#Alarm).alarm_siren()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 5000,""code"": ""if ((#MotionSensor).motionSensor_motion == 'active') { (#Clock).clock_delay(2000) (#Alarm).alarm_siren() }""}"
