index,category_analysis,command,GT,generated_code
445,3,비가 오는데 창문이 열려있으면 창문을 닫아줘.,"{""name"": ""CloseWindowWhenRaining"",  ""cron"": """", ""period"": -1, ""code"": ""rain = (#WeatherProvider).weatherProvider_weather\nif (rain == \""rain\"") and ((#Window).windowControl_window == \""open\"") {\n  (#Window).windowControl_close()\n}""}","{""name"": ""CloseWindowWhenRaining"", ""cron"": ""\nperiod = -1\nif ((#WeatherProvider).weatherCondition == "", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherCondition == \""rain\"" and (#Window).windowControl_window == \""open\"") {\n(#Window).windowControl_close()\n}""}"
446,3,문이 열렸다 닫히면 알림을 울려줘.,"{""name"": ""DoorClosedAlert"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#DoorLock).doorControl_door == \""open\"")\nwait until((#DoorLock).doorControl_door == \""closed\"")\n(#Alarm).alarm_siren()""}","{""name"": ""DoorAlert"", ""cron"": ""\nperiod = 100\ndoorOpened := false\n\nif ((#Door).doorControl_door == "", ""period"": -1, ""code"": ""doorOpened := false\n\nif ((#Door).doorControl_door == \""open\"") {\ndoorOpened = true\n} else if ((#Door).doorControl_door == \""closed\"" and doorOpened == true) {\n(#Alarm).alarm_siren()\ndoorOpened = false\n}""}"
447,3,문이 닫혔다 열리면 사진을 5초 단위로 찍어줘.,"{""name"": ""CaptureAfterDoorClosedAndOpened"", ""cron"": """",  ""period"": 100,  ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\n  wait until((#DoorLock).doorControl_door == \""open\"")\n  loop {\n    (#Camera).camera_take()\n    (#Clock).clock_delay(5000)\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 5000\ndoorOpened := false\n\nif ((#Door).doorControl_door == "", ""period"": -1, ""code"": ""doorOpened := false\n\nif ((#Door).doorControl_door == \""closed\"") {\ndoorOpened = false\n} else if ((#Door).doorControl_door == \""open\"") {\nif (doorOpened == false) {\n(#Camera).camera_takePhoto()\ndoorOpened = true\n}\n}""}"
448,3,불이 30분이상 켜져있으면 알림을 울려줘.,"{""name"": ""LightOnTooLongAlert"",  ""cron"": """",
  ""period"": -1,  ""code"": ""wait until((#Light).switch_switch == \""on\"")\n(#Clock).clock_delay(1800000)\nif ((#Light).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 1000\nlightOnDuration := 0\n\nif ((#Light).switch_switch == "", ""period"": -1, ""code"": ""lightOnDuration := 0\n\nif ((#Light).switch_switch == \""on\"") {\nlightOnDuration = lightOnDuration + 1000\nif (lightOnDuration >= 1800000) {\n(#Alarm).alarm_siren()\n}\n} else {\nlightOnDuration = 0\n}""}"
449,3,창문이 닫혀있다가 열리면 알림을 울려줘.,"{""name"": ""WindowIsClosedThenOpens"",  ""cron"": """",  ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""closed\"") {\n  wait until((#Window).windowControl_window == \""open\"")\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""WindowAlert"", ""cron"": ""\nperiod = 100\nwindowPreviouslyClosed := false\n\nif ((#Window).windowControl_window == "", ""period"": -1, ""code"": ""windowPreviouslyClosed := false\n\nif ((#Window).windowControl_window == \""closed\"") {\nwindowPreviouslyClosed = true\n} else if ((#Window).windowControl_window == \""open\"" and windowPreviouslyClosed == true) {\n(#Alarm).alarm_siren()\nwindowPreviouslyClosed = false\n}""}"
450,9,"주소록에서 나를 제외한 모든 사람에게 이메일로 내 생일을 알려주는 내용으로 메일을 보내줘. 제목은 ""생일 알림"", 내용은 ""제 생일은 ~입니다""로 보내줘.","{""name"": ""BirthdayNotification"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""honggd@test.com\"", \""Birthday Reminder\"", \""My birthday is 1991-03-03\"")\n(#EmailProvider).emailProvider_sendMail(\""kim@example.com\"", \""Birthday Reminder\"", \""My birthday is 1991-03-03\"")\n(#EmailProvider).emailProvider_sendMail(\""jangbogo@naver.com\"", \""Birthday Reminder\"", \""My birthday is 1991-03-03\"")""}","{""name"": ""SendBirthdayEmail"", ""cron"": ""\nperiod = -1\n\n// Define email subject and content\nsubject = "", ""period"": -1, ""code"": ""// Define email subject and content\nsubject = \""생일 알림\""\ncontent = \""제 생일은 1991-03-03입니다\""\n\n// Send email to each person in the contact list except 'me'\nif ((#EmailProvider).email_send != null) {\nif (\""abcd1234@test.com\"" != \""honggd@test.com\"") {\n(#EmailProvider).email_send(\""honggd@test.com\"", subject, content)\n}\nif (\""abcd1234@test.com\"" != \""kim@example.com\"") {\n(#EmailProvider).email_send(\""kim@example.com\"", subject, content)\n}\nif (\""abcd1234@test.com\"" != \""jangbogo@naver.com\"") {\n(#EmailProvider).email_send(\""jangbogo@naver.com\"", subject, content)\n}\n}""}"
451,9,"매년 내 생일이 되면 아침 9시에 ""생일 축하합니다"" 노래를 불러 줘.","{""name"": ""BirthdayGreeting"",
  ""cron"": ""0 9 3 3 *"",
  ""period"": 0,
  ""code"": ""(#Speaker).mediaPlayback_speak(\""생일 축하합니다\"")""
}","{""name"": ""BirthdaySong"", ""cron"": ""0 9 3 3 *"", ""period"": -1, ""code"": ""(#Speaker).mediaPlayback_speak(\""생일 축하합니다\"")""}"
452,9,"알림이 울리면, 나와 홍길동에게 제목은 알림 발생, 내용은 알림이 울렸습니다라고 작성해서 메일을 보내줘. ","{""name"": ""AlarmAlertEmail"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Alarm).alarm_alarm == ""siren"")\n(#EmailProvider).emailProvider_sendMailWithFile(""abcd1234@test.com"", ""Alert Triggered"", ""The alarm has turned on."")\n(#EmailProvider).emailProvider_sendMailWithFile(""honggd@test.com"", ""Alert Triggered"", ""The alarm has turned on."")""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nwait until((#Alarm).alarm_siren == true)\n(#EmailProvider).email_send("", ""period"": -1, ""code"": ""wait until((#Alarm).alarm_siren == true)\n(#EmailProvider).email_send(\""abcd1234@test.com\"", \""알림 발생\"", \""알림이 울렸습니다\"")\n(#EmailProvider).email_send(\""honggd@test.com\"", \""알림 발생\"", \""알림이 울렸습니다\"")""}"
453,9,"낙상 감지 센서에서 낙상이 감지된 상태이면, 내 주변사람들에게 제목은 ""낙상 감지"", 내용은 ""제가 넘어졌습니다. 도와주세요""로 메일을 보내줘.","{""name"": ""AlertEmail"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#FallSensor).fallDetection_fall == ""detected"")
(#EmailProvider).emailProvider_sendMailWithFile(""honggd@test.com"", ""Fall Detected"", ""I have fallen. Please help me."")
(#EmailProvider).emailProvider_sendMailWithFile(""kim@example.com"", ""Fall Detected"", ""I have fallen. Please help me."")
(#EmailProvider).emailProvider_sendMailWithFile(""jangbogo@naver.com"", ""Fall Detected"", ""I have fallen. Please help me."")}""","{""name"": ""FallDetectionAlert"", ""cron"": ""\nperiod = -1\nif ((#FallDetector).fallDetection_fallDetected == true) {\n  (#EmailProvider).email_send("", ""period"": -1, ""code"": ""if ((#FallDetector).fallDetection_fallDetected == true) {\n(#EmailProvider).email_send(\""낙상 감지\"", \""제가 넘어졌습니다. 도와주세요\"")\n}""}"
450,3,비어있다가 누군가 감지되면 알림을 울려줘.,"{""name"": ""AlertOnPresenceAfterEmpty"", ""cron"": """", ""period"": -1, ""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""not present\"") {\n  wait until ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n    (#Alarm).alarm_siren()\n  }\n}""}","{""name"": ""PresenceAlert"", ""cron"": ""\nperiod = 100\nwasEmpty := true\nif ((#PresenceSensor).presenceSensor_presence == false) {\n  wasEmpty = true\n} else if ((#PresenceSensor).presenceSensor_presence == true) {\n  if (wasEmpty == true) {\n    (#Alarm).alarm_siren()\n    wasEmpty = false\n  }\n}"", ""period"": -1, ""code"": ""wasEmpty := true\nif ((#PresenceSensor).presenceSensor_presence == false) {\nwasEmpty = true\n} else if ((#PresenceSensor).presenceSensor_presence == true) {\nif (wasEmpty == true) {\n(#Alarm).alarm_siren()\nwasEmpty = false\n}\n}""}"
455,4,조명이 꺼져 있고 사람이 감지되면 3초 후 조명을 켜 줘.,"{""name"": ""LightOnIfPersonDetected"",
  ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""off\"") and ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n  (#clock).delay(3000)\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\nlightOn := false\nif ((#Light).switch_switch == "", ""period"": -1, ""code"": ""lightOn := false\nif ((#Light).switch_switch == \""off\"") {\nif ((#PresenceSensor).presenceSensor_presence == true) {\nif (lightOn == false) {\n(#Clock).clock_delay(3000)\n(#Light).switch_on()\nlightOn = true\n}\n} else {\nlightOn = false\n}\n}""}"
456,4,문이 열려 있고 10초 이상 그대로면 알림을 울려 줘.,"{""name"": ""DoorOpenTooLongAlert"",
  ""cron"": """", ""period"": -1,  ""code"": ""if ((#Door).doorControl_door == \""open\"") {\n  (#Clock).clock_delay(10000)\n  if ((#Door).doorControl_door == \""open\"") {\n    (#Alarm).alarm_siren()\n  }\n}""
}","{""name"": ""DoorOpenAlert"", ""cron"": ""\nperiod = 1000\nopenDuration := 0\n\nif ((#Door).doorControl_door == "", ""period"": -1, ""code"": ""openDuration := 0\n\nif ((#Door).doorControl_door == \""open\"") {\nopenDuration = openDuration + 1000\nif (openDuration >= 10000) {\n(#Alarm).alarm_siren()\n}\n} else {\nopenDuration = 0\n}""}"
457,4,습도가 30% 이하로 떨어진 뒤 5초가 지나면 가습기를 켜 줘.,"{""name"": ""HumidityLowThenHumidifier"",
  ""cron"": """", ""period"": -1, ""code"": ""wait until((#HumiditySensor).relativeHumidityMeasurement_humidity <=30)\n(#Clock).clock_delay(5000)\n(#Humidifier).switch_on()""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\nhumidityDropped := false\n\nif ((#HumiditySensor).humidityMeasurement_humidity <= 30.0) {\n  if (humidityDropped == false) {\n    humidityDropped = true\n    (#Clock).clock_delay(5000)\n    (#Humidifier).switch_on()\n  }\n} else {\n  humidityDropped = false\n}"", ""period"": -1, ""code"": ""humidityDropped := false\n\nif ((#HumiditySensor).humidityMeasurement_humidity <= 30.0) {\nif (humidityDropped == false) {\nhumidityDropped = true\n(#Clock).clock_delay(5000)\n(#Humidifier).switch_on()\n}\n} else {\nhumidityDropped = false\n}""}"
458,4,창문이 열린 후 5초 내에 조명이 켜져 있으면 조명을 켜 줘.,"{""name"": ""WindowOpenThenLight"",
  ""cron"": """", ""period"": -1, ""code"": ""wait until((#Window).windowControl_window == \""open\"")\n(#Clock).clock_delay(5000)\nif ((#Light).switch_switch == \""on\"") {\n (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\nwindowOpened := false\n\nif ((#Window).contactSensor_contact == "", ""period"": -1, ""code"": ""windowOpened := false\n\nif ((#Window).contactSensor_contact == \""open\"") {\nif (windowOpened == false) {\nwindowOpened = true\n(#Clock).clock_delay(5000)\nif ((#Light).switch_switch == \""on\"") {\n(#Light).switch_on()\n}\n}\n} else {\nwindowOpened = false\n}""}"
459,4,"5초마다 움직임을 감지하고, 감지되면 2초 대기 후 알람을 울려 줘.","{""name"": ""MotionDetectedAlarm"", ""cron"": """", ""period"": 5000, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n  (#clock).delay(2000)\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""MotionDetectionAlarm"", ""cron"": ""\nperiod = 5000\nif (any(#MotionSensor).motionSensor_motion == true) {\n  (#Clock).clock_delay(2000)\n  (#Alarm).alarm_siren()\n}"", ""period"": -1, ""code"": ""if (any(#MotionSensor).motionSensor_motion == true) {\n(#Clock).clock_delay(2000)\n(#Alarm).alarm_siren()\n}""}"
