index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,generated_code_gpt-4.1-mini_cap,response_time_generated_code_gpt-4.1-mini_cap
69,1,1,0,카메라로 10초 동안 속도 2로 타임랩스 영상을 촬영해줘.,Take a time-lapse video with the camera at speed 2 for 10 seconds.,"{ 'GreenhouseA_cam_front': {'category': 'Camera', 'tags': ['GreenhouseA', 'front', 'Camera']}, 'GreenhouseA_cam_back': {'category': 'Camera', 'tags': ['GreenhouseA', 'back', 'Camera']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10,2)""}","{'name': 'TimelapseCamera', 'cron': '', 'period': -1, 'code': '(#Camera).camera_takeTimelapse(10,2)'}",1.7177 seconds
70,2,0,0,충전기의 전압이 230볼트 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the charger's voltage is above 230 volts.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Charger).voltageMeasurement_voltage >= 230) {\n  (#Alarm).alarm_siren()\n}""}",,
71,2,0,0,충전기의 상태가 충전 중이면 알람의 사이렌을 울려줘.,Sound an alarm siren if the charger's status is charging.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Charger).chargingState_chargingState == \""charging\"") {\n  (#Alarm).alarm_siren()\n}""}",,
72,2,0,0,충전기의 전류가 10암페어 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the charger is drawing more than 10 amps.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Charger).currentMeasurement_current >= 10) {\n  (#Alarm).alarm_siren()\n}""}",,
73,2,0,0,충전기가 지원하는 상태를 스피커로 출력해줘.,Annonce the status supported by the charger via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""states = (#Charger).chargingState_supportedChargingStates\n(#Speaker).mediaPlayback_speak(states)""}",,
74,2,0,0,오늘 날짜가 2025년 5월 12일이면 알람의 사이렌을 울려줘.,"If today's date is May 12, 2025, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_date == 20250512) {\n  (#Alarm).alarm_siren()\n}""}",,
75,2,0,0,현재 시간이 2025년 5월 12일 오후 3시 15분이면 알람의 사이렌을 울려줘.,"If the current time is 3:15 PM on May 12, 2025, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_datetime == 202505121515) {\n  (#Alarm).alarm_siren()\n}""}",,
76,2,0,0,오늘이 20일이면 알람의 사이렌을 울려줘,"If today is the 20th, sound the alarm siren",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_day == 20) {\n  (#Alarm).alarm_siren()\n}""}",,
77,2,0,0,현재 시간이 오후 3시이면 알람의 사이렌을 울려줘.,"If the current time is 3pm, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_hour == 15) {\n  (#Alarm).alarm_siren()\n}""}",,
78,2,0,0,오늘이 공휴일이면 알람의 사이렌을 울려줘.,"If today is a holiday, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_isHoliday == true) {\n  (#Alarm).alarm_siren()\n}""}",,
79,2,0,0,지금이 30분이면 알람의 사이렌을 울려줘.,"If it's 30 minutes from now, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_minute == 30) {\n  (#Alarm).alarm_siren()\n}""}",,
80,2,0,0,지금이 5월이면 알람의 사이렌을 울려줘.,"If it's May, sound the alarm siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_month == 5) {\n  (#Alarm).alarm_siren()\n}""}",,
81,2,0,0,지금이 40초이면 알람의 사이렌을 울려줘.,"If it's 40 seconds now, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_second == 40) {\n  (#Alarm).alarm_siren()\n}""}",,
82,2,1,0,지금이 오후 3시 15분이면 알람의 사이렌을 울려줘.,"If it's 3:15pm, blare the siren on the alarm.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_time == 1515) {\n(#Alarm).alarm_siren()\n}'}",1.2194 seconds
83,2,0,0,현재 Unix timestamp가 1747031637.23이면 알람의 사이렌을 울려줘.,"If the current Unix timestamp is 1747031637.23, sound the alarm siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_timestamp == 1747031637.23) {\n  (#Alarm).alarm_siren()\n}""}",,
84,2,0,0,오늘이 금요일이면 알람의 사이렌을 울려줘.,"If today is Friday, sound the alarm siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_weekday == \""friday\"") {\n  (#Alarm).alarm_siren()\n}""}",,
85,2,1,0,올해가 2025년이면 알람의 사이렌을 울려줘.,"If the year is 2025, sound the alarm siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_year == 2025) {\n    (#Alarm).alarm_siren()\n}'}",4.2602 seconds
86,4,1,0,1시간 20분 30초 뒤에 알람의 사이렌을 울려줘,"Sound the alarm's siren in 1 hour, 20 minutes, 30 seconds",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(4830000)\n(#Alarm).alarm_siren()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Clock).clock_delay(4830000)\n(#Alarm).alarm_siren()'}",9.3535 seconds
87,2,1,0,접촉 센서가 접촉되어 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the contact sensor is in contact.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == \""closed\"") {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#ContactSensor).contactSensor_contact == 'closed') {\n    (#Alarm).alarm_siren()\n}""}",8.8391 seconds
88,2,0,0,커튼이 열림 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the curtain is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Curtain).curtain_curtain == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}",,
89,2,0,0,커튼이 지원하는 상태를 스피커로 출력해줘.,Announce the states supported by the curtain via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""states = (#Curtain).curtain_supportedCurtainCommands\n(#Speaker).mediaPlayback_speak(states)""}",,
90,1,0,0,커튼을 닫아줘.,Close the curtain.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Curtain).curtain_close()""}",,
91,1,0,0,커튼을 열어줘.,Open the curtain.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Curtain).curtain_open()""}",,
92,1,0,0,커튼의 움직임을 멈춰줘.,Stop the curtain from moving.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Curtain).curtain_pause()""}",,
93,2,0,0,제습기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm siren if the dehumidifier is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Dehumidifier).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
94,2,0,0,제습기의 모드가 제습 중이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the dehumidifier is in dehumidifying mode.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Dehumidifier).dehumidifierMode_dehumidifierMode == \""dehumidifying\"") {\n  (#Alarm).alarm_siren()\n}""}",,
95,1,0,0,제습기를 꺼줘.,Turn off the dehumidifier.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dehumidifier).switch_off()""}",,
96,1,0,0,제습기를 켜줘.,Turn on the dehumidifier.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dehumidifier).switch_on()""}",,
97,1,0,0,제습기의 전원을 토글해줘.,Toggle the dehumidifier's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dehumidifier).switch_toggle()""}",,
98,1,0,0,제습기를 냉각 모드로 설정해줘.,Set the dehumidifier to cooling mode.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dehumidifier).dehumidifierMode_setDehumidifierMode(\""cooling\"")""}",,
99,2,0,0,식기세척기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the dishwasher is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Dishwasher).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
100,2,0,0,식기세척기의 모드가 에코 모드면 알람의 사이렌을 울려줘.,"If the dishwasher is in Eco mode, the alarm will sound a siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Dishwasher).dishwasherMode_dishwasherMode == \""eco\"") {\n  (#Alarm).alarm_siren()\n}""}",,
101,1,0,0,식기세척기를 꺼줘.,Turn off the dishwasher.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dishwasher).switch_off()""}",,
102,1,0,0,식기세척기를 켜줘.,Turn on the dishwasher.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dishwasher).switch_on()""}",,
103,1,0,0,식기세척기의 전원을 토글해줘.,Toggle the dishwasher's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dishwasher).switch_toggle()""}",,
104,1,0,0,식기세척기를 자동 모드로 설정해줘.,Set the dishwasher to automatic mode.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Dishwasher).dishwasherMode_setDishwasherMode(\""auto\"")""}",,
105,2,0,0,도어락이 열려 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the door lock is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#DoorLock).doorControl_door == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}",,
106,1,0,0,도어락을 닫아줘.,Close the door lock.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#DoorLock).doorControl_close()""}",,
107,1,0,0,도어락을 열어줘.,Open the door lock.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#DoorLock).doorControl_open()""}",,
108,9,1,0,이메일을 'test@example.com' 주소로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,"Send an email to 'test@example.com' with the subject line ""Alert"" and the content ""This is an emergency."".",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""test@example.com\"", \""알림\"", \""긴급 상황입니다.\"")""}","{'name': 'SendEmail', 'cron': '', 'period': -1, 'code': ""(#EmailProvider).emailProvider_sendMail('test@example.com','알림','긴급 상황입니다.')""}",7.7435 seconds
109,2,0,0,선풍기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the fan is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Fan).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
110,2,0,0,선풍기의 속도가 2000RPM 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the fan speed is above 2000 RPM.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Fan).fanControl_fanSpeed >= 2000) {\n  (#Alarm).alarm_siren()\n}""}",,
111,1,0,0,선풍기의 속도를 1500RPM으로 설정해줘.,Set the speed of the fan to 1500 RPM.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).fanControl_setFanSpeed(1500)""}",,
112,1,0,0,선풍기의 속도를 80퍼센트로 설정해줘.,Set the speed of the fan to 80 percent.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).fanControl_setPercent(80)""}",,
113,1,0,0,선풍기를 꺼줘.,Turn off the fan.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).switch_off()""}",,
114,1,0,0,선풍기를 켜줘.,Turn on the fan.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).switch_on()""}",,
115,1,0,0,선풍기의 전원을 토글해줘.,Toggle the fan's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Fan).switch_toggle()""}",,
116,2,0,0,사료 공급기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the feeder is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Feeder).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
117,2,0,0,사료 공급기의 상태가 급식 중이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the feeder's status is feeding.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Feeder).feederOperatingState_feederOperatingState == \""feeding\"") {\n  (#Alarm).alarm_siren()\n}""}",,
118,1,0,0,사료 공급기를 꺼줘.,Turn off the feeder.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).switch_off()""}",,
119,1,0,0,사료 공급기를 켜줘.,Turn on the feeder.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).switch_on()""}",,
120,1,0,0,사료 공급기의 전원을 토글해줘.,Toggle the power of the feeder.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).switch_toggle()""}",,
121,1,0,0,사료 공급기의 사료 공급량을 100그램으로 설정해줘.,Set the feeder's feed amount to 100 grams.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).feederPortion_setFeedPortion(100, \""grams\"")""}",,
122,1,0,0,사료 공급기의 사료 공급을 시작해줘.,Start feeding the feeder.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Feeder).feederOperatingState_startFeeding()""}",,
123,2,0,0,가스 미터의 가스 사용량이 500kWh 이상이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the gas meter shows gas usage of 500 kWh or more.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasMeter).gasMeter_gasMeter >= 500) {\n  (#Alarm).alarm_siren()\n}""}",,
124,2,0,0,가스 미터의 가스 발열량이 1000kcal 이상이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the gas meter reads more than 1000 kcal of gas.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasMeter).gasMeter_gasMeterCalorific >= 1000) {\n  (#Alarm).alarm_siren()\n}""}",,
125,2,0,0,가스 미터의 누적 가스 사용 시간이 10000초 이상이면 알람의 사이렌을 울려줘.,Sound the siren of the alarm if the gas meter has a cumulative gas usage time of 10000 seconds or more.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasMeter).gasMeter_gasMeterTime >= 10000) {\n  (#Alarm).alarm_siren()\n}""}",,
126,2,0,0,가스 미터의 가스 사용량이 20세제곱미터 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the gas meter reads more than 20 cubic meters of gas.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasMeter).gasMeter_gasMeterVolume >= 20) {\n  (#Alarm).alarm_siren()\n}""}",,
127,3,1,0,가스 밸브가 열려 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the gas valve is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).valve_valve == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#GasValve).valve_valve == 'open') {\n    (#Alarm).alarm_siren()\n}""}",2.9548 seconds
128,1,0,0,가스 밸브를 닫아줘.,Close the gas valve.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#GasValve).valve_close()""}",,
129,1,0,0,가스 밸브를 열어줘.,Open the gas valve.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#GasValve).valve_open()""}",,
130,2,0,0,가스 밸브의 가스 사용량이 1000kWh 이상이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the gas valve's gas usage is over 1000 kWh.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).gasMeter_gasMeter >= 1000) {\n  (#Alarm).alarm_siren()\n}""}",,
131,2,0,0,가스 밸브의 가스 발열량이 500kcal 이상이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the gas valve has a gas calorific value of 500 kcal or more.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).gasMeter_gasMeterCalorific >= 500) {\n  (#Alarm).alarm_siren()\n}""}",,
132,2,0,0,가스 밸브의 누적 가스 사용 시간이 5000초 이상이면 알람의 사이렌을 울려줘.,Sound the alarm siren if the gas valve has a cumulative gas usage time of 5000 seconds or more.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).gasMeter_gasMeterTime >= 5000) {\n  (#Alarm).alarm_siren()\n}""}",,
133,2,0,0,가스 밸브의 가스 사용량이 34세제곱미터 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the gas valve is using more than 34 cubic meters of gas.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).gasMeter_gasMeterVolume >= 34) {\n  (#Alarm).alarm_siren()\n}""}",,
134,2,0,0,가습기의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound an alarm siren if the humidifier is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Humidifier).switch_switch == \""on\"") {\n  (#Alarm).alarm_siren()\n}""}",,
135,2,0,0,가습기의 모드가 자동이면 알람의 사이렌을 울려줘.,Sound an alarm siren if the humidifier's mode is Auto.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Humidifier).humidifierMode_humidifierMode == \""auto\"") {\n  (#Alarm).alarm_siren()\n}""}",,
