index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],connected_devices_dict,options_dict,response_time_korean,joi_pred_cloud_korean,response_time_english,joi_pred_cloud_english,cloud_similarity_cloud_korean,cloud_similarity_cloud_english,local_similarity
35,2,0,0,알람의 볼륨이 높음이면 알람의 사이렌을 울려줘.,"If the volume of the alarm is high, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Alarm).alarm_alarmVolume == \""high\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Alarm).alarm_volume > 50) {\\n(#Alarm).alarm_siren_on()\\n""}",0.552,,,,,,,,,0.0,0.0,
36,2,0,0,알람 배터리 상태가 20퍼센트 이하이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the alarm battery is below 20 percent.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Alarm).battery_battery <= 20) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Alarm).alarm_batteryPercent <= 20) {\\n(#Alarm).alarm_siren_on()\\n""}",0.852,,,,,,,,,0.0,0.0,
37,1,0,0,알람의 사이렌과 경광등을 모두 켜줘.,Turn on both the alarm's siren and strobe.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_both()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Alarm).alarmControl_sirenOn()\\n(#Alarm).alarmControl_warningLightOn()""}",0.374,,,,,,,,,0.0,0.0,
38,1,1,0,알람을 꺼줘.,Turn off the alarm.,"{ 'GreenhouseA_alarm_exit': {'category': 'Alarm', 'tags': ['GreenhouseA', 'exit', 'Alarm']}, 'GreenhouseA_alarm_center': {'category': 'Alarm', 'tags': ['GreenhouseA', 'center', 'Alarm']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Alarm).alarmState_status ==""}",0.588,0.0,,"{'GreenhouseA_alarm_exit': {'category': 'Alarm', 'tags': ['GreenhouseA', 'exit', 'Alarm']}, 'GreenhouseA_alarm_center': {'category': 'Alarm', 'tags': ['GreenhouseA', 'center', 'Alarm']}}",,2.1393 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Alarm).alarm_off()""}",0.6949 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Alarm).alarm_off()""}",1.0,1.0,1.0
39,1,0,0,알람의 볼륨을 낮음으로 설정해줘.,Set the volume of the alarm to low.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_setAlarmVolume(\""low\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Alarm).alarmSetting_setVolume(""}",0.806,,,,,,,,,0.0,0.0,
40,1,0,0,알람의 사이렌을 울려줘.,Sound the alarm's siren.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_siren()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Alarm).alarm_siren_on()""}",0.936,,,,,,,,,0.0,0.0,
41,1,0,0,알람의 경광등을 켜줘.,Turn on the alarm's light.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_strobe()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Alarm).alarm_light_on()""}",0.792,,,,,,,,,0.0,0.0,
42,2,0,0,블라인드가 50 퍼센트 이상 열려있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the blinds are more than 50 percent open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Blind).blindLevel_blindLevel >= 50) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Blind).blind_openRatio > 50.0) {\\n(#Alarm).alarm_siren_on()\\n""}",0.774,,,,,,,,,0.0,0.0,
43,2,0,0,블라인드가 열린 상태이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the blinds are open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Blind).blind_blind == \""open\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Blind).blindState_isOpen == true) {\\n(#Alarm).alarm_siren_on()\\n""}",0.494,,,,,,,,,0.0,0.0,
44,1,1,0,블라인드를 70 퍼센트로 설정해줘.,Set the blinds to 70 percent.,"{ 'GreenhouseA_blind_top': {'category': 'Blind', 'tags': ['GreenhouseA', 'top', 'Blind']}, 'GreenhouseA_blind_side': {'category': 'Blind', 'tags': ['GreenhouseA', 'side', 'Blind']}, 'GreenhouseA_blind_back': {'category': 'Blind', 'tags': ['GreenhouseA', 'back', 'Blind']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Blind).blind_setPosition(0.7)""}",0.676,0.0,,"{'GreenhouseA_blind_top': {'category': 'Blind', 'tags': ['GreenhouseA', 'top', 'Blind']}, 'GreenhouseA_blind_side': {'category': 'Blind', 'tags': ['GreenhouseA', 'side', 'Blind']}, 'GreenhouseA_blind_back': {'category': 'Blind', 'tags': ['GreenhouseA', 'back', 'Blind']}}",,2.3295 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}",1.1952 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}",1.0,1.0,1.0
45,1,0,0,블라인드를 닫아줘.,Close the blinds.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_close()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Blind).blindControl_closeBlind()""}",0.786,,,,,,,,,0.0,0.0,
46,1,0,0,블라인드를 열어줘.,Open the blinds.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_open()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Blind).blindControl_open()""}",0.857,,,,,,,,,0.0,0.0,
47,2,1,0,블라인드 움직임을 멈춰줘.,Stop blind movement.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Blind).blindControl_isMoving == true) {\\n(#Blind).blindControl_stopMoving()\\n""}",0.364,0.0,,,,2.3321 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Blind).blind_pause()""}",2.0051 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Blind).blind_pause()""}",1.0,1.0,1.0
48,2,0,0,버튼이 눌렸으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the button is pressed.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Button).button_button == \""pushed\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button).button_state ==""}",0.873,,,,,,,,,0.0,0.0,
49,2,0,0,버튼의 개수가 4개 이상이면 알람의 사이렌을 울려줘.,"If there are more than four buttons, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Button).button_numberOfButtons >= 4) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button).button_count >= 4) {\\n(#Alarm).alarm_siren_on()\\n""}",0.843,,,,,,,,,0.0,0.0,
50,1,0,0,버튼이 지원하는 상태를 스피커로 출력해줘.,Announce the button's supported states via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""states = (#Button).button_supportedButtonValues\n(#Speaker).mediaPlayback_speak(states)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Button).button_getState()\\nif ((#Button).button_getState() ==""}",0.455,,,,,,,,,0.0,0.0,
51,2,0,0,버튼1이 눌렸으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if button 1 is pressed.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button1 == \""pushed\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button1).button1_isPressed == true) {\\n(#AlarmSiren).alarmSiren_activateSiren()\\n""}",0.386,,,,,,,,,0.0,0.0,
52,2,0,0,버튼2가 눌린 상태면 알람의 사이렌을 울려줘.,Sound the alarm's siren if button 2 is pressed.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button2 == \""held\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button2).buttonState_state ==""}",0.727,,,,,,,,,0.0,0.0,
53,2,0,0,버튼3이 두 번 눌렸으면 알람의 사이렌을 울려줘.,"if button 3 is pressed twice, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button3 == \""pushed_2x\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button3).button3_clickCount >= 2) {\\n(#AlarmSiren).alarmSiren_activateSiren()\\n""}",0.429,,,,,,,,,0.0,0.0,
54,2,1,0,버튼4가 위로 스와이프되었으면 알람의 사이렌을 울려줘.,"if button 4 is swiped up, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button4 == \""swipe_up\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button4).buttonEvent_type ==""}",0.738,0.0,,,,4.7519 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nwait until((#Button4).button4_getSwipeDirection() == \""up\"")\n(#Alarm).alarm_siren()\n""}",5.0749 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#Buttonx4).buttonx4_button4 == \""swipe_up\"")\n(#Alarm).alarm_siren()""}",0.5,0.8,0.596
55,2,0,0,버튼 개수가 4개면 알람의 사이렌을 울려줘.,"If the number of buttons is 4, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_numberOfButtons == 4) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if (4 == 4) {\\n(#Alarm).alarm_siren_on()\\n""}",0.635,,,,,,,,,0.0,0.0,
56,2,0,0,4개짜리 버튼이 지원하는 상태를 스피커로 출력해줘.,Announce the states supported by the button x4 via the speaker.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""states = (#Buttonx4).buttonx4_supportedButtonValues\n(#Speaker).mediaPlayback_speak(states)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button).button_state == 0) {\\n(#Speaker).speaker_output(""}",0.521,,,,,,,,,0.0,0.0,
57,1,0,0,5와 3을 더해줘.,Add 5 and 3.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_add(5, 3)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""result = 5 + 3\\n(#Clock).clock_log(result)""}",0.388,,,,,,,,,0.0,0.0,
58,1,0,0,10을 2로 나눠줘.,Divide 10 by 2.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_div(10, 2)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""result = 10 / 2""}",0.238,,,,,,,,,0.0,0.0,
59,1,1,0,10을 3으로 나눈 나머지를 구해.,Find the remainder of 10 divided by 3.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mod(10, 3)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""10 % 3""}",0.114,0.0,,,,2.1743 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Calculator).calculator_mod(10, 3)""}",2.3813 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Calculator).calculator_mod(10,3)""}",1.0,1.0,1.0
60,1,0,0,7과 8을 곱해줘.,Multiply 7 and 8.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mul(7, 8)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""result = 7 * 8""}",0.2,,,,,,,,,0.0,0.0,
61,1,0,0,15에서 4를 빼줘.,Subtract 4 from 15.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_sub(15, 4)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""result = 15 - 4""}",0.238,,,,,,,,,0.0,0.0,
62,2,0,0,카메라의 전원이 켜져 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the camera is powered on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Camera).switch_switch == \""on\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Camera).camera_power ==""}",0.582,,,,,,,,,0.0,0.0,
63,9,1,0,"가장 최근에 찍은 사진을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '사진'과 내용 '사진입니다.'로 보내줘.","Send an email with the most recent photo as an attachment to 'test@example.com' with the subject line ""Photo"" and the content ""This is a photo"".",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""Photo\"", \""This is a photo.\"", latest_photo)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Email).email_sendMail(\\n""}",0.44,0.0,,,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]",3.6687 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""img = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""사진\"", \""사진입니다.\"", img)""}",4.9320 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Camera).camera_take()\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"",\""Photo\"",\""This is a photo\"",(#Camera).camera_take())""}",0.9,0.7,1.0
64,9,1,0,"가장 최근에 찍은 동영상을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '동영상'과 내용 '동영상입니다.'로 보내줘","Send an email with the most recent video as an attachment to 'test@example.com' with the subject line ""Video"" and the content ""This is a video.",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""Video\"", \""This is a video.\"", latest_video)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Email).email_sendMail(\\n""}",0.44,0.0,,,"[{'name': 'me', 'contact': '010-1234-5678', 'email': 'abcd1234@test.com', 'birthday': '1991-03-03'}, {'name': '홍길동', 'contact': '010-9999-8888', 'email': 'honggd@test.com', 'birthday': '1988-07-15', 'alternate_contact': '010-8888-7777'}, {'name': '김무개', 'contact': '010-7777-6666', 'email': 'kim@example.com', 'birthday': '1990-11-25'}, {'name': '장보고', 'contact': '010-2222-3333', 'email': 'jangbogo@naver.com', 'birthday': '1985-05-10', 'alternate_contact': '010-4444-5555'}]",4.2807 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""\nvideo = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""동영상\"", \""동영상입니다.\"", video)\n""}",5.5958 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"",\""Video\"",\""This is a video.\"",video)""}",0.9,0.9,1.0
65,1,0,0,카메라를 꺼줘.,Turn off the camera.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).switch_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Camera).cameraState_state ==""}",0.444,,,,,,,,,0.0,0.0,
66,1,0,0,카메라를 켜줘.,Turn on the camera.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).switch_on()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Camera).cameraControl_turnOn()""}",0.566,,,,,,,,,0.0,0.0,
67,1,0,0,카메라의 전원을 토글해줘.,Toggle the camera's power.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).switch_toggle()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Camera).cameraPowerStatus_powerStatus ==""}",0.406,,,,,,,,,0.0,0.0,
68,1,0,0,카메라로 사진을 찍어줘.,Take a photo with the camera.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_take()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Camera).camera_takePhoto()""}",0.902,,,,,,,,,0.0,0.0,
69,1,1,0,카메라로 10초 동안 속도 2로 타임랩스 영상을 촬영해줘.,Take a time-lapse video with the camera at speed 2 for 10 seconds.,"{ 'GreenhouseA_cam_front': {'category': 'Camera', 'tags': ['GreenhouseA', 'front', 'Camera']}, 'GreenhouseA_cam_back': {'category': 'Camera', 'tags': ['GreenhouseA', 'back', 'Camera']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10, 2)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Camera).camera_startTimelapse(20000""}",0.857,0.0,,"{'GreenhouseA_cam_front': {'category': 'Camera', 'tags': ['GreenhouseA', 'front', 'Camera']}, 'GreenhouseA_cam_back': {'category': 'Camera', 'tags': ['GreenhouseA', 'back', 'Camera']}}",,2.6875 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Camera).camera_takeTimelapse(10.0, 2.0)""}",2.7629 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""(#Camera).camera_takeTimelapse(10, 2)""}",0.95,1.0,0.846
70,2,0,0,충전기의 전압이 230볼트 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the charger's voltage is above 230 volts.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Charger).voltageMeasurement_voltage >= 230) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Charger).charger_voltage >= 230.0) {\\n(#Alarm).alarm_siren_on()\\n""}",0.838,,,,,,,,,0.0,0.0,
71,2,0,0,충전기의 상태가 충전 중이면 알람의 사이렌을 울려줘.,Sound an alarm siren if the charger's status is charging.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Charger).chargingState_chargingState == \""charging\"") {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Charger).chargerStatus_status ==""}",0.734,,,,,,,,,0.0,0.0,
72,2,0,0,충전기의 전류가 10암페어 이상이면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the charger is drawing more than 10 amps.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Charger).currentMeasurement_current >= 10) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Charger).charger_current >= 10) {\\n(#Alarm).alarm_siren_on()\\n""}",0.833,,,,,,,,,0.0,0.0,
